*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*
2017-11-20 16:18:47:530069,Child Name:,Child Name
2017-11-20 16:18:47:535204,On or OFF:,Face Tracking is OFF
2017-11-20 16:18:48:099565,On or OFF:,Face Tracking is ON
2017-11-20 16:18:49:102906,Robot State:,Introduce Nao Started
2017-11-20 16:18:51:697843,Robot State:,Introduce Nao Ended
2017-11-20 16:18:52:232331,On or OFF:,Face Tracking is OFF
2017-11-20 16:18:53:256707,Robot State:,Looking at The Book
2017-11-20 16:18:54:098466,Robot State:,TaskONE Selected
2017-11-20 16:18:55:116632,Robot State:,Looking at The Book
2017-11-20 16:18:55:638001,Current State of Reading: ,False
2017-11-20 16:18:55:645666,Current State of Reading: ,Waiting for Red-card
2017-11-20 16:18:57:241014,Robot State:,Reading Mode Started
2017-11-20 16:19:01:781824,Robot Hand Pose: ,"x: 0.205415666103
y: 0.112592421472
z: 0.252820581198
x: 0.0194981917739
y: 0.305036872625
z: 0.00974950194359
w: 1.0"
2017-11-20 16:19:01:782139,Current Word:,\rspd=70\  HOOT
2017-11-20 16:19:02:184053,Detected Cards: ,YELLOW Card Detected
2017-11-20 16:19:03:999586,Current State of Reading: ,Repeat Wrong Mode
2017-11-20 16:19:04:538545,Robot Hand Pose: ,"x: 0.211724936962
y: 0.0900061652064
z: 0.268595963717
x: -0.00487378844991
y: 0.22630906105
z: -0.0963624045253
w: 1.0"
2017-11-20 16:19:04:539219,Current Word:,\rspd=70\ HOOT		
2017-11-20 16:19:04:964461,Detected Cards: ,RED Card Detected
2017-11-20 16:19:05:542276,Current Word:,\rspd=70\  Don't
2017-11-20 16:19:05:542424,Robot Hand Pose: ,"x: 0.203747153282
y: 0.11755028367
z: 0.250753641129
x: 0.0109210228547
y: 0.315974324942
z: 0.0359357185662
w: 1.0"
2017-11-20 16:19:05:791519,Current State of Reading: ,Repeated Wrong Mode
2017-11-20 16:19:06:103948,Current State of Reading: ,Waiting for Red-card
2017-11-20 16:19:06:799768,Robot Hand Pose: ,"x: 0.20532797277
y: 0.119059585035
z: 0.256069600582
x: 0.0061054462567
y: 0.290031284094
z: 0.043045707047
w: 1.0"
2017-11-20 16:19:06:800422,Current Word:,\rspd=70\ listen
2017-11-20 16:19:08:080085,Current Word:,\rspd=70\ to
2017-11-20 16:19:08:080308,Robot Hand Pose: ,"x: 0.206133380532
y: 0.111388519406
z: 0.255665898323
x: -0.00288689415902
y: 0.290987491608
z: 0.0061904406175
w: 1.0"
2017-11-20 16:19:08:700744,Detected Cards: ,RED Card Detected
2017-11-20 16:19:09:707148,Current State of Reading: ,Correcting Mode
2017-11-20 16:19:09:730018,Robot State:,Reaction Mode Started
2017-11-20 16:19:18:417628,Robot State:,Looking at The Book
2017-11-20 16:19:21:717979,Robot State:,Looking at The Book
2017-11-20 16:19:22:261921,Robot State:,Reaction Mode Ended
2017-11-20 16:19:22:495975,Current State of Reading: ,Waiting for Red-card
2017-11-20 16:19:24:031347,Robot State:,Reading Mode Started
2017-11-20 16:19:28:559154,Robot Hand Pose: ,"x: 0.202482759953
y: 0.11354367435
z: 0.246159672737
x: -0.00592140853405
y: 0.338200122118
z: 0.0157176889479
w: 1.0"
2017-11-20 16:19:28:559425,Current Word:,\rspd=70\  HOOT
2017-11-20 16:19:31:399891,Robot Hand Pose: ,"x: 0.212150469422
y: 0.0912938117981
z: 0.269614934921
x: -0.00199575093575
y: 0.221892818809
z: -0.088426746428
w: 1.0"
