*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*
2017-11-28 16:59:20:712663,Child Name:,Child Name
2017-11-28 16:59:20:719871,On or OFF:,Face Tracking is OFF
2017-11-28 16:59:21:360007,On or OFF:,Face Tracking is ON
2017-11-28 16:59:22:364514,Robot State:,Introduce Nao Started
2017-11-28 16:59:25:381578,Robot State:,Introduce Nao Ended
2017-11-28 16:59:25:647996,On or OFF:,Face Tracking is OFF
2017-11-28 16:59:26:658413,Robot State:,Looking at The Book
2017-11-28 16:59:27:185309,Robot State:,TaskONE Selected
2017-11-28 16:59:28:217193,Robot State:,Looking at The Book
2017-11-28 16:59:28:738502,Current State of Reading: ,False
2017-11-28 16:59:28:750702,Current State of Reading: ,Waiting for Red-card
2017-11-28 16:59:30:313986,Robot State:,Reading Mode Started
2017-11-28 16:59:34:799473,Robot Hand Pose: ,"x: 0.204884588718
y: 0.081784054637
z: 0.24871315062
x: 0.0152639262378
y: 0.320497661829
z: -0.138572841883
w: 1.0"
2017-11-28 16:59:34:800263,Current Word:,\rspd=70\  The Storm
2017-11-28 16:59:36:216458,Robot State:,Looking at The Book
2017-11-28 16:59:39:437025,Robot State:,Looking at The Book
2017-11-28 16:59:45:187167,Current State of Reading: ,False
2017-11-28 16:59:45:282699,Current State of Reading: ,Waiting for Red-card
2017-11-28 16:59:46:818596,Robot State:,Reading Mode Started
2017-11-28 16:59:51:361724,Robot Hand Pose: ,"x: 0.18231856823
y: 0.0637666136026
z: 0.207877114415
x: 0.022476516664
y: 0.524254262447
z: -0.255344748497
w: 1.0"
2017-11-28 16:59:51:362417,Current Word:,\rspd=70\  Wilf
2017-11-28 16:59:52:579975,Current Word:,\rspd=70\ and
2017-11-28 16:59:52:580127,Robot Hand Pose: ,"x: 0.189920336008
y: 0.0568726100028
z: 0.222610190511
x: 0.0193666629493
y: 0.44566449523
z: -0.280532598495
w: 1.0"
2017-11-28 16:59:53:798650,Robot Hand Pose: ,"x: 0.188224673271
y: 0.0491928644478
z: 0.222172260284
x: 0.0162875391543
y: 0.446205765009
z: -0.320178389549
w: 1.0"
2017-11-28 16:59:53:799333,Current Word:,\rspd=70\ Wilma
2017-11-28 16:59:55:020742,Robot Hand Pose: ,"x: 0.187062934041
y: 0.0423116460443
z: 0.222974061966
x: 0.0225158426911
y: 0.440563321114
z: -0.356813907623
w: 1.0"
2017-11-28 16:59:55:020979,Current Word:,\rspd=70\ came
