*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*
2017-11-20 17:48:10:742193,Child Name:,Child Name
2017-11-20 17:48:10:749488,On or OFF:,Face Tracking is OFF
2017-11-20 17:48:11:554687,On or OFF:,Face Tracking is ON
2017-11-20 17:48:12:557861,Robot State:,Introduce Nao Started
2017-11-20 17:48:16:051520,Robot State:,Introduce Nao Ended
2017-11-20 17:48:16:611867,On or OFF:,Face Tracking is OFF
2017-11-20 17:48:17:639999,Robot State:,Looking at The Book
2017-11-20 17:48:18:208456,Robot State:,TaskONE Selected
2017-11-20 17:48:19:219506,Robot State:,Looking at The Book
2017-11-20 17:48:19:749111,Current State of Reading: ,False
2017-11-20 17:48:19:758893,Current State of Reading: ,Waiting for Red-card
2017-11-20 17:48:21:355485,Robot State:,Reading Mode Started
2017-11-20 17:48:25:920482,Robot Hand Pose: ,"x: 0.127851098776
y: 0.110489994287
z: 0.152293786407
x: 0.0168458782136
y: 0.893495678902
z: 0.00294396397658
w: 1.0"
2017-11-20 17:48:25:921728,Current Word:,\rspd=70\  HOOT
2017-11-20 17:48:28:582073,Current Word:,\rspd=70\ HOOT		
2017-11-20 17:48:28:582177,Robot Hand Pose: ,"x: 0.137129738927
y: 0.092633895576
z: 0.157894492149
x: -0.0547843649983
y: 0.84143692255
z: -0.108578458428
w: 1.0"
2017-11-20 17:48:29:545003,Robot Hand Pose: ,"x: 0.136675134301
y: 0.116143897176
z: 0.15952244401
x: 0.0457283295691
y: 0.840634524822
z: 0.0548562258482
w: 1.0"
2017-11-20 17:48:29:545231,Current Word:,\rspd=70\  Don't
2017-11-20 17:48:30:801679,Robot Hand Pose: ,"x: 0.136663913727
y: 0.117450401187
z: 0.159677356482
x: 0.0495208464563
y: 0.84011054039
z: 0.0641065686941
w: 1.0"
2017-11-20 17:48:30:802549,Current Word:,\rspd=70\ listen
2017-11-20 17:48:32:066603,Robot Hand Pose: ,"x: 0.136944308877
y: 0.110813461244
z: 0.159068480134
x: 0.0199023168534
y: 0.841395735741
z: 0.0181141328067
w: 1.0"
2017-11-20 17:48:32:067659,Current Word:,\rspd=70\ to
2017-11-20 17:48:33:340690,Robot Hand Pose: ,"x: 0.137461736798
y: 0.0982706770301
z: 0.15827780962
x: -0.031532086432
y: 0.841245830059
z: -0.0692979469895
w: 1.0"
2017-11-20 17:48:33:340903,Current Word:,\rspd=70\ that
2017-11-20 17:48:34:603717,Robot Hand Pose: ,"x: 0.137514606118
y: 0.091730505228
z: 0.158054426312
x: -0.0520025156438
y: 0.839783847332
z: -0.115261882544
w: 1.0"
2017-11-20 17:48:34:604799,Current Word:,\rspd=70\ tiny
