*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*
2017-11-20 16:17:01:089743,Child Name:,Child Name
2017-11-20 16:17:01:094277,On or OFF:,Face Tracking is OFF
2017-11-20 16:17:01:836105,On or OFF:,Face Tracking is ON
2017-11-20 16:17:02:839339,Robot State:,Introduce Nao Started
2017-11-20 16:17:05:837392,Robot State:,Introduce Nao Ended
2017-11-20 16:17:06:111431,On or OFF:,Face Tracking is OFF
2017-11-20 16:17:07:140116,Robot State:,Looking at The Book
2017-11-20 16:17:07:803011,Robot State:,TaskONE Selected
2017-11-20 16:17:08:821142,Robot State:,Looking at The Book
2017-11-20 16:17:09:338673,Current State of Reading: ,False
2017-11-20 16:17:09:343690,Current State of Reading: ,Waiting for Red-card
2017-11-20 16:17:11:040486,Robot State:,Reading Mode Started
2017-11-20 16:17:15:604370,Current Word:,\rspd=70\  HOOT
2017-11-20 16:17:15:603842,Robot Hand Pose: ,"x: 0.205731526017
y: 0.112160921097
z: 0.253452479839
x: 0.0209151115268
y: 0.302003532648
z: 0.00817344617099
w: 1.0"
2017-11-20 16:17:18:371501,Current Word:,\rspd=70\ HOOT		
2017-11-20 16:17:18:371785,Robot Hand Pose: ,"x: 0.212433278561
y: 0.0903975963593
z: 0.270495533943
x: 0.00163787684869
y: 0.217557623982
z: -0.0932955294847
w: 1.0"
2017-11-20 16:17:19:385206,Robot Hand Pose: ,"x: 0.203680351377
y: 0.11787750572
z: 0.25044927001
x: 0.0116712870076
y: 0.317625522614
z: 0.0376707799733
w: 1.0"
2017-11-20 16:17:19:385543,Current Word:,\rspd=70\  Don't
2017-11-20 16:17:20:663358,Robot Hand Pose: ,"x: 0.205283582211
y: 0.119509480894
z: 0.256018638611
x: 0.00728498119861
y: 0.290505796671
z: 0.0461081266403
w: 1.0"
2017-11-20 16:17:20:664514,Current Word:,\rspd=70\ listen
2017-11-20 16:17:21:943690,Current Word:,\rspd=70\ to
2017-11-20 16:17:21:943897,Robot Hand Pose: ,"x: 0.206717267632
y: 0.111179918051
z: 0.257232278585
x: -0.00281819491647
y: 0.28344091773
z: 0.00584573531523
w: 1.0"
2017-11-20 16:17:23:263400,Current Word:,\rspd=70\ that
2017-11-20 16:17:23:263647,Robot Hand Pose: ,"x: 0.207527697086
y: 0.102748185396
z: 0.257064968348
x: -0.00368660013191
y: 0.283162772655
z: -0.0355339311063
w: 1.0"
2017-11-20 16:17:24:562443,Robot Hand Pose: ,"x: 0.207636684179
y: 0.0933424010873
z: 0.256455540657
x: 0.00129761570133
y: 0.284739404917
z: -0.0819563344121
w: 1.0"
2017-11-20 16:17:24:562661,Current Word:,\rspd=70\ tiny
2017-11-20 16:17:25:945133,Robot Hand Pose: ,"x: 0.20738914609
y: 0.0840809643269
z: 0.255973339081
x: 0.00397626683116
y: 0.28588744998
z: -0.126689717174
w: 1.0"
2017-11-20 16:17:25:945715,Current Word:,\rspd=70\ little
2017-11-20 16:17:27:310864,Robot Hand Pose: ,"x: 0.207238644361
y: 0.0743428021669
z: 0.256824344397
x: 0.00308496621437
y: 0.280776828527
z: -0.17274454236
w: 1.0"
2017-11-20 16:17:27:311474,Current Word:,\rspd=70\  rabbit 			
2017-11-20 16:17:28:681401,Robot Hand Pose: ,"x: 0.198271229863
y: 0.121075354517
z: 0.239271223545
x: 0.0100468853489
y: 0.373891413212
z: 0.0546247884631
w: 1.0"
2017-11-20 16:17:28:681817,Current Word:,\rspd=70\  I am
2017-11-20 16:17:29:766072,Robot Hand Pose: ,"x: 0.20031607151
y: 0.122116275132
z: 0.244541674852
x: 0.00653167814016
y: 0.34767138958
z: 0.0601324997842
w: 1.0"
2017-11-20 16:17:29:767447,Current Word:,\rspd=70\ the
2017-11-20 16:17:30:863741,Robot Hand Pose: ,"x: 0.201483383775
y: 0.116674743593
z: 0.245409220457
x: -0.00103963108268
y: 0.342495918274
z: 0.0336508415639
w: 1.0"
2017-11-20 16:17:30:864253,Current Word:,\rspd=70\ wisest
2017-11-20 16:17:31:983518,Robot Hand Pose: ,"x: 0.202593713999
y: 0.108628384769
z: 0.245526626706
x: -0.00585999153554
y: 0.340487211943
z: -0.00712616322562
w: 1.0"
2017-11-20 16:17:31:984596,Current Word:,\rspd=70\ and
2017-11-20 16:17:33:141993,Robot Hand Pose: ,"x: 0.202897623181
y: 0.10146163404
z: 0.244877800345
x: -0.000956029747613
y: 0.342574030161
z: -0.0428803190589
w: 1.0"
2017-11-20 16:17:33:142703,Current Word:,\rspd=70\ bravest
2017-11-20 16:17:34:262557,Robot Hand Pose: ,"x: 0.203634932637
y: 0.0941446051002
z: 0.245864734054
x: 0.00163823622279
y: 0.336667686701
z: -0.0785825327039
w: 1.0"
2017-11-20 16:17:34:263393,Current Word:,\rspd=70\  snake
