*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*
2017-11-03 15:16:49:845367,Child Name:,Child Name
2017-11-03 15:16:49:853920,On or OFF:,Face Tracking is OFF
2017-11-03 15:16:50:652044,On or OFF:,Face Tracking is ON
2017-11-03 15:16:51:655238,Robot State:,Introduce Nao Started
2017-11-03 15:16:53:229780,Robot State:,Introduce Nao Ended
2017-11-03 15:16:53:824354,On or OFF:,Face Tracking is OFF
2017-11-03 15:16:54:850745,Robot State:,Looking at The Book
2017-11-03 15:16:55:386617,Robot State:,TaskONE Selected
2017-11-03 15:16:56:409850,Robot State:,Looking at The Book
2017-11-03 15:16:58:524689,Robot State:,Reading Mode Started
2017-11-03 15:17:03:077114,Position: ,"x: 0.203097835183
y: 0.0914257243276
z: 0.243939250708
x: 0.0111848069355
y: 0.345331907272
z: -0.0952043235302
w: 1.0"
2017-11-03 15:17:03:077325,Current Word:,\rspd=70\  HEY!		
2017-11-03 15:17:03:650847,Position: ,"x: 0.203177958727
y: 0.0965025424957
z: 0.244376912713
x: 0.00936238095164
y: 0.344006717205
z: -0.0691392347217
w: 1.0"
2017-11-03 15:17:03:651157,Current Word:,\rspd=70\  would you
2017-11-03 15:17:04:912292,Position: ,"x: 0.208872869611
y: 0.0999284684658
z: 0.259908139706
x: 0.0139010511339
y: 0.268904805183
z: -0.0504197366536
w: 1.0"
2017-11-03 15:17:04:912485,Current Word:,\rspd=70\ like
2017-11-03 15:17:06:152345,Current Word:,\rspd=70\ to know
2017-11-03 15:17:06:152489,Position: ,"x: 0.208172082901
y: 0.0921324491501
z: 0.25798407197
x: 0.00439522927627
y: 0.277073055506
z: -0.0884113907814
w: 1.0"
2017-11-03 15:17:07:391136,Current Word:,\rspd=70\ a
2017-11-03 15:17:07:391257,Position: ,"x: 0.206568241119
y: 0.084152713418
z: 0.253760159016
x: 0.00268843397498
y: 0.296604812145
z: -0.126730516553
w: 1.0"
2017-11-03 15:17:08:631177,Current Word:,\rspd=70\ secret?		
2017-11-03 15:17:08:630850,Position: ,"x: 0.205760315061
y: 0.0770023018122
z: 0.252418011427
x: 0.00181922421325
y: 0.301993399858
z: -0.162231445312
w: 1.0"
2017-11-03 15:17:09:490804,Position: ,"x: 0.202535733581
y: 0.0978420972824
z: 0.243793055415
x: 0.0148360161111
y: 0.347212165594
z: -0.0624723397195
w: 1.0"
2017-11-03 15:17:09:491248,Current Word:,\rspd=70\ well
2017-11-03 15:17:10:771174,Current Word:,\rspd=70\ everyone
2017-11-03 15:17:10:771500,Position: ,"x: 0.203905373812
y: 0.0996356233954
z: 0.247275978327
x: 0.0132171213627
y: 0.330401480198
z: -0.0527215339243
w: 1.0"
2017-11-03 15:17:12:030981,Position: ,"x: 0.203931719065
y: 0.0916892439127
z: 0.24669457972
x: 0.00485201226547
y: 0.331985503435
z: -0.0917036011815
w: 1.0"
2017-11-03 15:17:12:031162,Current Word:,\rspd=70\ thinks
2017-11-03 15:17:13:272700,Position: ,"x: 0.202462434769
y: 0.0829803794622
z: 0.243442609906
x: 0.00658496003598
y: 0.346499830484
z: -0.135908827186
w: 1.0"
