*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*
2017-11-20 18:31:52:054172,Child Name:,Child Name
2017-11-20 18:31:52:058717,On or OFF:,Face Tracking is OFF
2017-11-20 18:31:52:578209,On or OFF:,Face Tracking is ON
2017-11-20 18:31:53:580325,Robot State:,Introduce Nao Started
2017-11-20 18:31:57:513756,Robot State:,Introduce Nao Ended
2017-11-20 18:31:57:952388,On or OFF:,Face Tracking is OFF
2017-11-20 18:31:58:968811,Robot State:,Looking at The Book
2017-11-20 18:32:02:350702,Robot State:,TaskONE Selected
2017-11-20 18:32:03:369486,Robot State:,Looking at The Book
2017-11-20 18:32:03:887514,Current State of Reading: ,False
2017-11-20 18:32:03:895186,Current State of Reading: ,Waiting for Red-card
2017-11-20 18:32:06:284566,Robot State:,Reading Mode Started
2017-11-20 18:32:10:892755,Robot Hand Pose: ,"x: 0.204717963934
y: 0.109384797513
z: 0.25054243207
x: 0.0181011352688
y: 0.315641582012
z: -0.00443851901218
w: 1.0"
2017-11-20 18:32:10:893574,Current Word:,\rspd=70\  HOOT
2017-11-20 18:32:13:632563,Robot Hand Pose: ,"x: 0.212157890201
y: 0.0867788344622
z: 0.270925879478
x: 0.00157669454347
y: 0.215175002813
z: -0.108901962638
w: 1.0"
2017-11-20 18:32:13:633008,Current Word:,\rspd=70\ HOOT		
2017-11-20 18:32:14:611462,Robot Hand Pose: ,"x: 0.204550355673
y: 0.114872947335
z: 0.252339094877
x: 0.0130865946412
y: 0.307604700327
z: 0.0243355352432
w: 1.0"
2017-11-20 18:32:14:612228,Current Word:,\rspd=70\  Don't
2017-11-20 18:32:15:850450,Current Word:,\rspd=70\ listen
2017-11-20 18:32:15:849956,Robot Hand Pose: ,"x: 0.205771148205
y: 0.116341926157
z: 0.256211042404
x: 0.0121028814465
y: 0.288952767849
z: 0.0318049453199
w: 1.0"
2017-11-20 18:32:17:110327,Robot Hand Pose: ,"x: 0.206986188889
y: 0.10837752372
z: 0.257039785385
x: 0.00240140617825
y: 0.283792227507
z: -0.00688271131366
w: 1.0"
2017-11-20 18:32:17:110469,Current Word:,\rspd=70\ to
2017-11-20 18:32:18:350711,Robot Hand Pose: ,"x: 0.207943320274
y: 0.0994539260864
z: 0.257614135742
x: 0.00583961838856
y: 0.279881238937
z: -0.0501386635005
w: 1.0"
2017-11-20 18:32:18:351228,Current Word:,\rspd=70\ that
2017-11-20 18:32:19:614818,Robot Hand Pose: ,"x: 0.207727223635
y: 0.0902302414179
z: 0.256723821163
x: 0.00243098731153
y: 0.283037811518
z: -0.0947604849935
w: 1.0"
2017-11-20 18:32:19:615533,Current Word:,\rspd=70\ tiny
2017-11-20 18:32:20:912329,Robot Hand Pose: ,"x: 0.207577362657
y: 0.0812404751778
z: 0.257013678551
x: 0.0030193857383
y: 0.28056165576
z: -0.137891441584
w: 1.0"
2017-11-20 18:32:20:912667,Current Word:,\rspd=70\ little
2017-11-20 18:32:21:215152,Detected Cards: ,RED Card Detected
2017-11-20 18:32:22:959284,Current State of Reading: ,Correcting Mode
2017-11-20 18:32:22:966590,Robot State:,Reaction Mode Started
2017-11-20 18:32:23:787138,Robot State:,Looking at The Book
2017-11-20 18:32:30:146503,Robot State:,Looking at The Book
2017-11-20 18:32:30:688984,Robot State:,Reaction Mode Ended
2017-11-20 18:32:30:922539,Current State of Reading: ,Waiting for Red-card
2017-11-20 18:32:32:478753,Robot State:,Reading Mode Started
2017-11-20 18:32:36:490468,Robot Hand Pose: ,"x: 0.204198598862
y: 0.107865229249
z: 0.250800609589
x: -0.00507094664499
y: 0.314311087132
z: -0.0108310300857
w: 1.0"
2017-11-20 18:32:36:491587,Current Word:,\rspd=70\  HOOT
2017-11-20 18:32:39:409938,Robot Hand Pose: ,"x: 0.210831329226
y: 0.0840364024043
z: 0.267312824726
x: 0.00269856420346
y: 0.231976568699
z: -0.123091168702
w: 1.0"
2017-11-20 18:32:39:410678,Current Word:,\rspd=70\ HOOT		
2017-11-20 18:32:40:451767,Current Word:,\rspd=70\  Don't
2017-11-20 18:32:40:451509,Robot Hand Pose: ,"x: 0.204116225243
y: 0.115241289139
z: 0.252044886351
x: 0.0124849881977
y: 0.309313267469
z: 0.0260674022138
w: 1.0"
2017-11-20 18:32:41:798337,Robot Hand Pose: ,"x: 0.205846592784
y: 0.116505920887
z: 0.256656169891
x: 0.010214343667
y: 0.286751836538
z: 0.0315291658044
w: 1.0"
2017-11-20 18:32:41:799521,Current Word:,\rspd=70\ listen
2017-11-20 18:32:43:130967,Robot Hand Pose: ,"x: 0.206592470407
y: 0.107199877501
z: 0.256193846464
x: 0.00392087455839
y: 0.287894636393
z: -0.0130422776565
w: 1.0"
2017-11-20 18:32:43:131320,Current Word:,\rspd=70\ to
2017-11-20 18:32:44:452688,Current Word:,\rspd=70\ that
2017-11-20 18:32:44:452353,Robot Hand Pose: ,"x: 0.207265406847
y: 0.0977252796292
z: 0.256506055593
x: 0.00423908419907
y: 0.284985750914
z: -0.0597220398486
w: 1.0"
2017-11-20 18:32:45:809515,Robot Hand Pose: ,"x: 0.206868290901
y: 0.0877517387271
z: 0.254918813705
x: 0.00594820827246
y: 0.291573435068
z: -0.107481256127
w: 1.0"
2017-11-20 18:32:45:810063,Current Word:,\rspd=70\ tiny
2017-11-20 18:32:47:171022,Robot Hand Pose: ,"x: 0.206838041544
y: 0.0782099217176
z: 0.255772739649
x: 0.00706072803587
y: 0.286188542843
z: -0.15379409492
w: 1.0"
2017-11-20 18:32:47:171214,Current Word:,\rspd=70\ little
2017-11-20 18:32:48:532098,Current Word:,\rspd=70\  rabbit 			
2017-11-20 18:32:48:532290,Robot Hand Pose: ,"x: 0.206349402666
y: 0.0691985487938
z: 0.256064593792
x: 0.0157316103578
y: 0.283473551273
z: -0.19869710505
w: 1.0"
2017-11-20 18:32:49:949478,Robot Hand Pose: ,"x: 0.198485046625
y: 0.117815889418
z: 0.239216685295
x: 0.0124914152548
y: 0.373674094677
z: 0.0399141274393
w: 1.0"
2017-11-20 18:32:49:950139,Current Word:,\rspd=70\  I am
2017-11-20 18:32:51:068987,Current Word:,\rspd=70\ the
2017-11-20 18:32:51:069272,Robot Hand Pose: ,"x: 0.20142005384
y: 0.119003862143
z: 0.246616616845
x: 0.00814054720104
y: 0.336637228727
z: 0.0448605306447
w: 1.0"
2017-11-20 18:32:52:209929,Current Word:,\rspd=70\ wisest
2017-11-20 18:32:52:210024,Robot Hand Pose: ,"x: 0.202108368278
y: 0.112713344395
z: 0.245850801468
x: 0.000903041276615
y: 0.339425176382
z: 0.0138959251344
w: 1.0"
2017-11-20 18:32:53:351395,Robot Hand Pose: ,"x: 0.202370405197
y: 0.104786843061
z: 0.245261222124
x: 0.00375798973255
y: 0.341321527958
z: -0.0248117521405
w: 1.0"
2017-11-20 18:32:53:351641,Current Word:,\rspd=70\ and
2017-11-20 18:32:54:489938,Robot Hand Pose: ,"x: 0.202785491943
y: 0.0969589799643
z: 0.244955182076
x: 0.00580884004012
y: 0.341535806656
z: -0.064005702734
w: 1.0"
2017-11-20 18:32:54:490547,Current Word:,\rspd=70\ bravest
2017-11-20 18:32:55:669897,Robot Hand Pose: ,"x: 0.202575489879
y: 0.0891546681523
z: 0.244120076299
x: 0.00914279464632
y: 0.344381302595
z: -0.103145353496
w: 1.0"
2017-11-20 18:32:55:671242,Current Word:,\rspd=70\  snake
2017-11-20 18:32:56:849052,Robot Hand Pose: ,"x: 0.202640399337
y: 0.0817366912961
z: 0.244229316711
x: 0.0127794332802
y: 0.342754840851
z: -0.138880357146
w: 1.0"
2017-11-20 18:32:56:849677,Current Word:,\rspd=70\ in
2017-11-20 18:32:57:357384,Detected Cards: ,YELLOW Card Detected
2017-11-20 18:32:57:455043,Current State of Reading: ,Repeat Wrong Mode
2017-11-20 18:32:57:622623,Detected Cards: ,YELLOW Card Detected
2017-11-20 18:32:57:759224,Current State of Reading: ,Repeat Wrong Mode
2017-11-20 18:32:58:076968,Robot Hand Pose: ,"x: 0.202121809125
y: 0.0737230032682
z: 0.24424187839
x: 0.0160283502191
y: 0.341432780027
z: -0.179559379816
w: 1.0"
2017-11-20 18:32:58:077831,Current Word:,\rspd=70\ the
2017-11-20 18:32:58:460001,Current State of Reading: ,Waiting for Red-card
2017-11-20 18:32:59:290269,Robot Hand Pose: ,"x: 0.201660692692
y: 0.0662010759115
z: 0.244950667024
x: 0.0195987243205
y: 0.33679792285
z: -0.216794013977
w: 1.0"
2017-11-20 18:32:59:291024,Current Word:,\rspd=70\ skies.
2017-11-20 18:33:00:705888,Robot State:,Looking at The Book
2017-11-20 18:33:04:566761,Robot State:,Looking at The Book
2017-11-20 18:33:06:597508,Robot State:,Reading Mode Started
2017-11-20 18:33:11:430499,Robot Hand Pose: ,"x: 0.204879328609
y: 0.108074344695
z: 0.250829279423
x: 0.0191243570298
y: 0.314149051905
z: -0.0109993973747
w: 1.0"
2017-11-20 18:33:11:430748,Current Word:,\rspd=70\  HOOT
2017-11-20 18:33:14:388763,Robot Hand Pose: ,"x: 0.211147636175
y: 0.0844365432858
z: 0.267386466265
x: 0.004396579694
y: 0.231601536274
z: -0.12151940167
w: 1.0"
2017-11-20 18:33:14:389766,Current Word:,\rspd=70\ HOOT		
2017-11-20 18:33:15:435072,Robot Hand Pose: ,"x: 0.204255849123
y: 0.115548722446
z: 0.251760601997
x: 0.0123533532023
y: 0.310451984406
z: 0.027514109388
w: 1.0"
2017-11-20 18:33:15:435563,Current Word:,\rspd=70\  Don't
2017-11-20 18:33:16:770007,Robot Hand Pose: ,"x: 0.205774575472
y: 0.116986721754
z: 0.257035195827
x: 0.0112706869841
y: 0.285044342279
z: 0.0348534956574
w: 1.0"
2017-11-20 18:33:16:770253,Current Word:,\rspd=70\ listen
2017-11-20 18:33:18:089387,Robot Hand Pose: ,"x: 0.206498861313
y: 0.107608042657
z: 0.25634765625
x: 0.000182880103239
y: 0.287215977907
z: -0.00992435961962
w: 1.0"
2017-11-20 18:33:18:089610,Current Word:,\rspd=70\ to
2017-11-20 18:33:19:413353,Current Word:,\rspd=70\ that
2017-11-20 18:33:19:413508,Robot Hand Pose: ,"x: 0.207097262144
y: 0.0977443680167
z: 0.256304115057
x: 0.00694139394909
y: 0.286281377077
z: -0.0578289888799
w: 1.0"
2017-11-20 18:33:20:789596,Robot Hand Pose: ,"x: 0.206698790193
y: 0.0878804773092
z: 0.254781424999
x: 0.00812226347625
y: 0.292374610901
z: -0.105810269713
w: 1.0"
2017-11-20 18:33:20:790710,Current Word:,\rspd=70\ tiny
2017-11-20 18:33:22:147941,Robot Hand Pose: ,"x: 0.20697593689
y: 0.0787027999759
z: 0.256189286709
x: 0.00983206462115
y: 0.28431007266
z: -0.150616377592
w: 1.0"
2017-11-20 18:33:22:148226,Current Word:,\rspd=70\ little
2017-11-20 18:33:23:531492,Robot Hand Pose: ,"x: 0.206614255905
y: 0.0695920959115
z: 0.256672233343
x: 0.0127316908911
y: 0.280681937933
z: -0.195440635085
w: 1.0"
2017-11-20 18:33:23:531710,Current Word:,\rspd=70\ mouse  			
2017-11-20 18:33:25:028984,Current Word:,\rspd=70\  I am
2017-11-20 18:33:25:028576,Robot Hand Pose: ,"x: 0.198996797204
y: 0.118245117366
z: 0.240438461304
x: 0.0119439410046
y: 0.367558807135
z: 0.0429147519171
w: 1.0"
2017-11-20 18:33:26:151009,Robot Hand Pose: ,"x: 0.199902847409
y: 0.119126997888
z: 0.243020236492
x: 0.00851471722126
y: 0.354756087065
z: 0.0473685339093
w: 1.0"
2017-11-20 18:33:26:151183,Current Word:,\rspd=70\ the
2017-11-20 18:33:27:328611,Robot Hand Pose: ,"x: 0.201400279999
y: 0.113138929009
z: 0.244385898113
x: 0.00103521463461
y: 0.346912831068
z: 0.0175401028246
w: 1.0"
2017-11-20 18:33:27:329773,Current Word:,\rspd=70\ wisest
2017-11-20 18:33:28:508327,Robot Hand Pose: ,"x: 0.20262336731
y: 0.105299346149
z: 0.245547652245
x: 0.00298747932538
y: 0.339824825525
z: -0.0217629820108
w: 1.0"
2017-11-20 18:33:28:510104,Current Word:,\rspd=70\ and
2017-11-20 18:33:29:649872,Current Word:,\rspd=70\ bravest
2017-11-20 18:33:29:649367,Robot Hand Pose: ,"x: 0.202931731939
y: 0.0970736891031
z: 0.245236501098
x: 0.00499239750206
y: 0.340177685022
z: -0.0624143593013
w: 1.0"
2017-11-20 18:33:30:835952,Robot Hand Pose: ,"x: 0.202761143446
y: 0.0896103605628
z: 0.244407340884
x: 0.00897528044879
y: 0.343071937561
z: -0.0998321697116
w: 1.0"
2017-11-20 18:33:30:836306,Current Word:,\rspd=70\ bird 
