*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*
2017-11-28 19:55:30:562412,Child Name:,Child Name
2017-11-28 19:55:30:567238,On or OFF:,Face Tracking is OFF
2017-11-28 19:55:31:284323,On or OFF:,Face Tracking is ON
2017-11-28 19:55:32:288935,Robot State:,Introduce Nao Started
2017-11-28 19:55:34:983785,Robot State:,Introduce Nao Ended
2017-11-28 19:55:35:607215,On or OFF:,Face Tracking is OFF
2017-11-28 19:55:36:634511,Robot State:,Looking at The Book
2017-11-28 19:55:37:203941,Robot State:,TaskONE Selected
2017-11-28 19:55:38:214353,Robot State:,Looking at The Book
2017-11-28 19:55:38:718122,Detected ARTags: ,"41, 42, 43, 44"
2017-11-28 19:55:38:725316,Detected ARTags: ,"[41, 42]"
2017-11-28 19:55:38:725593,Current State of Reading: ,False
2017-11-28 19:55:38:734460,Detected ARTags: ,"41, 42, 43, 44"
2017-11-28 19:55:38:735410,Detected ARTags: ,"[41, 42]"
2017-11-28 19:55:38:734844,Current State of Reading: ,Waiting for Red-card
2017-11-28 19:55:38:735875,Detected ARTags: ,"41, 42, 43, 44"
2017-11-28 19:55:38:736032,Current State of Reading: ,Waiting for Red-card
2017-11-28 19:55:38:736513,Detected ARTags: ,"[41, 42]"
2017-11-28 19:55:38:736850,Detected ARTags: ,"41, 42, 43, 44"
2017-11-28 19:55:38:737112,Current State of Reading: ,Waiting for Red-card
2017-11-28 19:55:38:737294,Detected ARTags: ,"[41, 42]"
2017-11-28 19:55:38:737599,Detected ARTags: ,"41, 42, 43, 44"
2017-11-28 19:55:38:738102,Detected ARTags: ,"[41, 42]"
2017-11-28 19:55:38:738043,Current State of Reading: ,Waiting for Red-card
2017-11-28 19:55:38:738983,Detected ARTags: ,"41, 42, 43, 44"
2017-11-28 19:55:38:739572,Current State of Reading: ,Waiting for Red-card
2017-11-28 19:55:38:739620,Detected ARTags: ,"[41, 42]"
2017-11-28 19:55:38:739850,Detected ARTags: ,"41, 42, 43, 44"
2017-11-28 19:55:38:740135,Current State of Reading: ,Waiting for Red-card
2017-11-28 19:55:38:740284,Detected ARTags: ,"[41, 42]"
2017-11-28 19:55:38:740543,Detected ARTags: ,"41, 42, 43, 44"
2017-11-28 19:55:38:740955,Detected ARTags: ,"[41, 42]"
2017-11-28 19:55:38:741585,Detected ARTags: ,"41, 42, 43, 44"
2017-11-28 19:55:38:741693,Current State of Reading: ,Waiting for Red-card
2017-11-28 19:55:38:741986,Detected ARTags: ,"[41, 42]"
2017-11-28 19:55:38:742202,Current State of Reading: ,Waiting for Red-card
2017-11-28 19:55:38:742371,Detected ARTags: ,"41, 42, 43, 44"
2017-11-28 19:55:38:743139,Current State of Reading: ,Waiting for Red-card
2017-11-28 19:55:38:743077,Detected ARTags: ,"[41, 42]"
2017-11-28 19:55:38:743404,Detected ARTags: ,"41, 42, 43, 44"
2017-11-28 19:55:38:744747,Current State of Reading: ,Waiting for Red-card
2017-11-28 19:55:38:744594,Detected ARTags: ,"[41, 42]"
2017-11-28 19:55:38:745024,Detected ARTags: ,"41, 42, 43, 44"
2017-11-28 19:55:38:745223,Detected ARTags: ,"[41, 42]"
2017-11-28 19:55:38:745304,Current State of Reading: ,Waiting for Red-card
2017-11-28 19:55:38:803134,Detected ARTags: ,"41, 42, 43, 44"
2017-11-28 19:55:38:803398,Current State of Reading: ,Waiting for Red-card
2017-11-28 19:55:38:803471,Detected ARTags: ,"[41, 42]"
2017-11-28 19:55:38:903726,Detected ARTags: ,"41, 42, 43, 44"
2017-11-28 19:55:38:904004,Detected ARTags: ,"[41, 42]"
2017-11-28 19:55:38:904170,Current State of Reading: ,Waiting for Red-card
2017-11-28 19:55:39:020029,Detected ARTags: ,"41, 42, 43, 44"
2017-11-28 19:55:39:020819,Current State of Reading: ,Waiting for Red-card
2017-11-28 19:55:39:021081,Detected ARTags: ,"[41, 42]"
2017-11-28 19:55:39:102213,Detected ARTags: ,"41, 42, 43, 44"
2017-11-28 19:55:39:102606,Detected ARTags: ,"[41, 42]"
2017-11-28 19:55:39:102692,Current State of Reading: ,Waiting for Red-card
2017-11-28 19:55:39:202825,Detected ARTags: ,"41, 42, 43, 44"
2017-11-28 19:55:39:203247,Detected ARTags: ,"[41, 42]"
2017-11-28 19:55:39:203342,Current State of Reading: ,Waiting for Red-card
2017-11-28 19:55:39:306531,Detected ARTags: ,"41, 42, 43, 44"
2017-11-28 19:55:39:307442,Detected ARTags: ,"[41, 42]"
2017-11-28 19:55:39:307688,Current State of Reading: ,Waiting for Red-card
2017-11-28 19:55:39:404502,Detected ARTags: ,"41, 42, 43, 44"
2017-11-28 19:55:39:405272,Current State of Reading: ,Waiting for Red-card
2017-11-28 19:55:39:405381,Detected ARTags: ,"[41, 42]"
2017-11-28 19:55:39:520268,Detected ARTags: ,"41, 42, 43, 44"
2017-11-28 19:55:39:522340,Detected ARTags: ,"[41, 42]"
2017-11-28 19:55:39:522239,Current State of Reading: ,Waiting for Red-card
2017-11-28 19:55:39:605385,Detected ARTags: ,"41, 42, 43, 44"
2017-11-28 19:55:39:605677,Current State of Reading: ,Waiting for Red-card
2017-11-28 19:55:39:606236,Detected ARTags: ,"[41, 42]"
2017-11-28 19:55:39:702661,Detected ARTags: ,"41, 42, 43, 44"
2017-11-28 19:55:39:703188,Detected ARTags: ,"[41, 42]"
