*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*
2017-11-20 15:38:52:670641,Child Name:,Child Name
2017-11-20 15:38:52:677924,On or OFF:,Face Tracking is OFF
2017-11-20 15:38:53:468991,On or OFF:,Face Tracking is ON
2017-11-20 15:38:54:472391,Robot State:,Introduce Nao Started
2017-11-20 15:38:57:496068,Robot State:,Introduce Nao Ended
2017-11-20 15:38:58:017413,On or OFF:,Face Tracking is OFF
2017-11-20 15:38:59:029533,Robot State:,Looking at The Book
2017-11-20 15:38:59:601543,Robot State:,TaskONE Selected
2017-11-20 15:39:00:632458,Robot State:,Looking at The Book
2017-11-20 15:39:02:824275,Robot State:,Reading Mode Started
2017-11-20 15:39:07:376315,Position: ,"x: 0.203813031316
y: 0.114011347294
z: 0.249285385013
x: 0.0169389676303
y: 0.322498500347
z: 0.0164263341576
w: 1.0"
2017-11-20 15:39:07:377143,Current Word:,\rspd=70\  HOOT
2017-11-20 15:39:10:214992,Position: ,"x: 0.211600229144
y: 0.0912781134248
z: 0.268067717552
x: -0.00176596548408
y: 0.229106754065
z: -0.0899679884315
w: 1.0"
2017-11-20 15:39:10:215973,Current Word:,\rspd=70\ HOOT		
2017-11-20 15:39:11:212377,Position: ,"x: 0.202728688717
y: 0.119227387011
z: 0.249432817101
x: 0.00583392614499
y: 0.32264059782
z: 0.0442496649921
w: 1.0"
2017-11-20 15:39:11:212903,Current Word:,\rspd=70\  Don't
2017-11-20 15:39:12:494830,Position: ,"x: 0.204465955496
y: 0.121345773339
z: 0.254684984684
x: 0.00501630967483
y: 0.297085464001
z: 0.0544549226761
w: 1.0"
2017-11-20 15:39:12:495726,Current Word:,\rspd=70\ listen
2017-11-20 15:39:13:813254,Position: ,"x: 0.20534697175
y: 0.113350369036
z: 0.254210442305
x: -0.00444648880512
y: 0.298423558474
z: 0.0161257330328
w: 1.0"
2017-11-20 15:39:13:814376,Current Word:,\rspd=70\ to
2017-11-20 15:39:15:173011,Position: ,"x: 0.206493571401
y: 0.104160182178
z: 0.255011558533
x: -0.00558917224407
y: 0.29314121604
z: -0.0290107503533
w: 1.0"
2017-11-20 15:39:15:173318,Current Word:,\rspd=70\ that
2017-11-20 15:39:16:475581,Position: ,"x: 0.20697081089
y: 0.0948706492782
z: 0.254972845316
x: -0.00174336205237
y: 0.292042165995
z: -0.0740904062986
w: 1.0"
2017-11-20 15:39:16:476649,Current Word:,\rspd=70\ tiny
2017-11-20 15:39:17:794209,Current Word:,\rspd=70\ little
2017-11-20 15:39:17:794064,Position: ,"x: 0.206821292639
y: 0.0851468294859
z: 0.254117846489
x: -0.000779427762609
y: 0.294802904129
z: -0.12216129154
w: 1.0"
2017-11-20 15:39:19:177008,Position: ,"x: 0.206797063351
y: 0.0761383399367
z: 0.254953384399
x: 0.00175545061938
y: 0.289777070284
z: -0.165164768696
w: 1.0"
2017-11-20 15:39:19:177420,Current Word:,\rspd=70\  rabbit 			
2017-11-20 15:39:20:572563,Position: ,"x: 0.197833180428
y: 0.122308172286
z: 0.238788038492
x: 0.00505237048492
y: 0.376563608646
z: 0.0613746121526
w: 1.0"
2017-11-20 15:39:20:572692,Current Word:,\rspd=70\  I am
2017-11-20 15:39:21:676812,Position: ,"x: 0.199673816562
y: 0.123464770615
z: 0.243465796113
x: 0.0011903460836
y: 0.353164345026
z: 0.0667679905891
w: 1.0"
2017-11-20 15:39:21:677630,Current Word:,\rspd=70\ the
2017-11-20 15:39:22:792221,Position: ,"x: 0.200274825096
y: 0.118863791227
z: 0.243430420756
x: -0.00535632669926
y: 0.352545648813
z: 0.0438671372831
w: 1.0"
2017-11-20 15:39:22:792373,Current Word:,\rspd=70\ wisest
2017-11-20 15:39:23:912088,Position: ,"x: 0.201353654265
y: 0.110840655863
z: 0.243547379971
x: -0.00658818800002
y: 0.350686192513
z: 0.00443457439542
w: 1.0"
2017-11-20 15:39:23:912475,Current Word:,\rspd=70\ and
2017-11-20 15:39:25:031907,Current Word:,\rspd=70\ bravest
2017-11-20 15:39:25:031779,Position: ,"x: 0.201982006431
y: 0.103847801685
z: 0.243880435824
x: -0.00374563457444
y: 0.347769409418
z: -0.0314577668905
w: 1.0"
2017-11-20 15:39:26:154744,Current Word:,\rspd=70\  snake
2017-11-20 15:39:26:154488,Position: ,"x: 0.202331364155
y: 0.0964387133718
z: 0.243560805917
x: -0.00191866711248
y: 0.348284035921
z: -0.0674191936851
w: 1.0"
2017-11-20 15:39:27:293238,Position: ,"x: 0.202200233936
y: 0.0887010544538
z: 0.243109107018
x: 0.00148967700079
y: 0.349288284779
z: -0.106465049088
w: 1.0"
2017-11-20 15:39:27:294517,Current Word:,\rspd=70\ in
2017-11-20 15:39:28:433043,Current Word:,\rspd=70\ the
2017-11-20 15:39:28:433230,Position: ,"x: 0.202611833811
y: 0.0808531418443
z: 0.244130253792
x: 0.00425902567804
y: 0.342973083258
z: -0.145374402404
w: 1.0"
2017-11-20 15:39:29:573683,Position: ,"x: 0.202739492059
y: 0.0732575133443
z: 0.245269462466
x: 0.00647460715845
y: 0.336188912392
z: -0.18280147016
w: 1.0"
2017-11-20 15:39:29:575608,Current Word:,\rspd=70\ skies.
2017-11-20 15:39:31:011725,Robot State:,Looking at The Book
2017-11-20 15:39:34:868649,Robot State:,Looking at The Book
