*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*
2017-11-28 20:24:08:673132,Child Name:,Child Name
2017-11-28 20:24:08:677188,On or OFF:,Face Tracking is OFF
2017-11-28 20:24:09:323273,On or OFF:,Face Tracking is ON
2017-11-28 20:24:10:325656,Robot State:,Introduce Nao Started
2017-11-28 20:24:12:997420,Robot State:,Introduce Nao Ended
2017-11-28 20:24:13:479095,On or OFF:,Face Tracking is OFF
2017-11-28 20:24:14:504891,Robot State:,Looking at The Book
2017-11-28 20:24:15:202261,Robot State:,TaskONE Selected
2017-11-28 20:24:16:221256,Robot State:,Looking at The Book
2017-11-28 20:24:16:725674,Detected ARTags: ,"53, 54, 55, 56"
2017-11-28 20:24:16:733090,Detected ARTags: ,"[53, 54]"
2017-11-28 20:24:16:733219,Current State of Reading: ,False
2017-11-28 20:24:16:739154,Detected ARTags: ,"53, 54, 55, 56"
2017-11-28 20:24:16:739301,Detected ARTags: ,"[53, 54]"
2017-11-28 20:24:16:739534,Current State of Reading: ,Waiting for Red-card
2017-11-28 20:24:16:739834,Detected ARTags: ,"53, 54, 55, 56"
2017-11-28 20:24:16:740115,Current State of Reading: ,Waiting for Red-card
2017-11-28 20:24:16:740204,Detected ARTags: ,"[53, 54]"
2017-11-28 20:24:16:740966,Detected ARTags: ,"53, 54, 55, 56"
2017-11-28 20:24:16:741029,Detected ARTags: ,"[53, 54]"
2017-11-28 20:24:16:741082,Current State of Reading: ,Waiting for Red-card
2017-11-28 20:24:16:741318,Detected ARTags: ,"53, 54, 55, 56"
2017-11-28 20:24:16:741725,Detected ARTags: ,"[53, 54]"
2017-11-28 20:24:16:742289,Detected ARTags: ,"53, 54, 55, 56"
2017-11-28 20:24:16:741929,Current State of Reading: ,Waiting for Red-card
2017-11-28 20:24:16:742597,Current State of Reading: ,Waiting for Red-card
2017-11-28 20:24:16:742670,Detected ARTags: ,"[53, 54]"
2017-11-28 20:24:16:743110,Detected ARTags: ,"53, 54, 55, 56"
2017-11-28 20:24:16:743295,Detected ARTags: ,"[53, 54]"
2017-11-28 20:24:16:743440,Current State of Reading: ,Waiting for Red-card
2017-11-28 20:24:17:817809,Detected ARTags: ,"53, 54, 55, 56"
2017-11-28 20:24:17:818682,Detected ARTags: ,"[53, 54]"
2017-11-28 20:24:17:818618,Current State of Reading: ,Waiting for Red-card
2017-11-28 20:24:19:339624,Robot State:,Reading Mode Started
2017-11-28 20:24:19:340207,Current State of Correction: ,False
2017-11-28 20:24:20:312129,Detected ARTags: ,"53, 54, 55, 56"
2017-11-28 20:24:20:312523,Detected ARTags: ,"[53, 54]"
2017-11-28 20:24:20:312662,Current State of Reading: ,Waiting for Red-card
2017-11-28 20:24:20:621687,Detected ARTags: ,"53, 54, 55, 56"
2017-11-28 20:24:20:623398,Detected ARTags: ,"[53, 54]"
2017-11-28 20:24:20:623819,Current State of Reading: ,Waiting for Red-card
2017-11-28 20:24:20:705432,Detected ARTags: ,"53, 54, 55, 56"
2017-11-28 20:24:20:705712,Detected ARTags: ,"[53, 54]"
2017-11-28 20:24:20:705786,Current State of Reading: ,Waiting for Red-card
2017-11-28 20:24:20:806197,Detected ARTags: ,"53, 54, 55, 56"
2017-11-28 20:24:20:806752,Detected ARTags: ,"[53, 54]"
2017-11-28 20:24:20:807084,Current State of Reading: ,Waiting for Red-card
2017-11-28 20:24:21:005620,Detected ARTags: ,"53, 54, 55, 56"
2017-11-28 20:24:21:006267,Current State of Reading: ,Waiting for Red-card
2017-11-28 20:24:21:006607,Detected ARTags: ,"[53, 54]"
2017-11-28 20:24:21:202240,Detected ARTags: ,"53, 54, 55, 56"
