*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*
2017-11-28 20:05:41:186567,Child Name:,Child Name
2017-11-28 20:05:41:192992,On or OFF:,Face Tracking is OFF
2017-11-28 20:05:41:882036,On or OFF:,Face Tracking is ON
2017-11-28 20:05:42:886863,Robot State:,Introduce Nao Started
2017-11-28 20:05:46:285020,Robot State:,Introduce Nao Ended
2017-11-28 20:05:46:586958,On or OFF:,Face Tracking is OFF
2017-11-28 20:05:47:610961,Robot State:,Looking at The Book
2017-11-28 20:05:48:311266,Robot State:,TaskONE Selected
2017-11-28 20:05:49:329436,Robot State:,Looking at The Book
2017-11-28 20:05:49:834802,Detected ARTags: ,"41, 42, 43, 44"
2017-11-28 20:05:49:844579,Detected ARTags: ,"[41, 42]"
2017-11-28 20:05:49:844475,Current State of Reading: ,False
2017-11-28 20:05:49:848975,Detected ARTags: ,"41, 42, 43, 44"
2017-11-28 20:05:49:849179,Detected ARTags: ,"[41, 42]"
2017-11-28 20:05:49:849439,Detected ARTags: ,"41, 42, 43, 44"
2017-11-28 20:05:49:849519,Current State of Reading: ,Waiting for Red-card
2017-11-28 20:05:49:850319,Detected ARTags: ,"[41, 42]"
2017-11-28 20:05:49:850796,Detected ARTags: ,"41, 42, 43, 44"
2017-11-28 20:05:49:851000,Detected ARTags: ,"[41, 42]"
2017-11-28 20:05:49:851106,Current State of Reading: ,Waiting for Red-card
2017-11-28 20:05:49:851312,Detected ARTags: ,"41, 42, 43, 44"
2017-11-28 20:05:49:851982,Detected ARTags: ,"[41, 42]"
2017-11-28 20:05:49:851917,Current State of Reading: ,Waiting for Red-card
2017-11-28 20:05:49:852245,Detected ARTags: ,"41, 42, 43, 44"
2017-11-28 20:05:49:852731,Detected ARTags: ,"[41, 42]"
2017-11-28 20:05:49:852986,Current State of Reading: ,Waiting for Red-card
2017-11-28 20:05:49:853442,Detected ARTags: ,"41, 42, 43, 44"
2017-11-28 20:05:49:853898,Current State of Reading: ,Waiting for Red-card
2017-11-28 20:05:49:853993,Detected ARTags: ,"[41, 42]"
2017-11-28 20:05:49:854573,Detected ARTags: ,"41, 42, 43, 44"
2017-11-28 20:05:49:855146,Detected ARTags: ,"[41, 42]"
2017-11-28 20:05:49:855328,Detected ARTags: ,"41, 42, 43, 44"
2017-11-28 20:05:49:855198,Current State of Reading: ,Waiting for Red-card
2017-11-28 20:05:49:855615,Detected ARTags: ,"[41, 42]"
2017-11-28 20:05:49:855990,Current State of Reading: ,Waiting for Red-card
2017-11-28 20:05:49:856120,Detected ARTags: ,"41, 42, 43, 44"
2017-11-28 20:05:49:856312,Detected ARTags: ,"[41, 42]"
2017-11-28 20:05:49:856540,Detected ARTags: ,"41, 42, 43, 44"
2017-11-28 20:05:49:856958,Current State of Reading: ,Waiting for Red-card
2017-11-28 20:05:49:857469,Current State of Reading: ,Waiting for Red-card
2017-11-28 20:05:49:857423,Detected ARTags: ,"[41, 42]"
2017-11-28 20:05:49:857729,Detected ARTags: ,"41, 42, 43, 44"
2017-11-28 20:05:49:858054,Detected ARTags: ,"[41, 42]"
2017-11-28 20:05:49:858205,Current State of Reading: ,Waiting for Red-card
2017-11-28 20:05:49:858344,Detected ARTags: ,"41, 42, 43, 44"
2017-11-28 20:05:49:859177,Detected ARTags: ,"[41, 42]"
