*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*
2017-11-28 17:06:33:234916,Child Name:,Child Name
2017-11-28 17:06:33:242357,On or OFF:,Face Tracking is OFF
2017-11-28 17:06:33:896085,On or OFF:,Face Tracking is ON
2017-11-28 17:06:34:899556,Robot State:,Introduce Nao Started
2017-11-28 17:06:37:608800,Robot State:,Introduce Nao Ended
2017-11-28 17:06:38:167049,On or OFF:,Face Tracking is OFF
2017-11-28 17:06:39:184741,Robot State:,Looking at The Book
2017-11-28 17:06:39:784077,Robot State:,TaskONE Selected
2017-11-28 17:06:40:804078,Robot State:,Looking at The Book
2017-11-28 17:06:41:312773,Current State of Reading: ,False
2017-11-28 17:06:41:321264,Current State of Reading: ,Waiting for Red-card
2017-11-28 17:06:42:920214,Robot State:,Reading Mode Started
2017-11-28 17:06:47:389856,Current Word:,\rspd=70\  The
2017-11-28 17:06:47:390196,Robot Hand Pose: ,"x: 0.183278694749
y: 0.107769675553
z: 0.208918094635
x: 0.015842795372
y: 0.530536830425
z: -0.0151119288057
w: 1.0"
2017-11-28 17:06:48:687501,Robot Hand Pose: ,"x: 0.193162426353
y: 0.102414742112
z: 0.224361538887
x: 0.00854195933789
y: 0.446795403957
z: -0.0405538342893
w: 1.0"
2017-11-28 17:06:48:687866,Current Word:,\rspd=70\ tree
2017-11-28 17:06:49:967344,Robot Hand Pose: ,"x: 0.192980885506
y: 0.0930842831731
z: 0.223491340876
x: 0.00689338101074
y: 0.449241906404
z: -0.089748673141
w: 1.0"
2017-11-28 17:06:49:967612,Current Word:,\rspd=70\ house
2017-11-28 17:06:51:269162,Robot Hand Pose: ,"x: 0.192336410284
y: 0.0843297764659
z: 0.222589567304
x: 0.0110594807193
y: 0.452011436224
z: -0.135721296072
w: 1.0"
2017-11-28 17:06:51:270138,Current Word:,\rspd=70\ looked
2017-11-28 17:06:52:571627,Current Word:,\rspd=70\ good		
2017-11-28 17:06:52:571733,Robot Hand Pose: ,"x: 0.19145360589
y: 0.0762954503298
z: 0.22171318531
x: 0.0127437515184
y: 0.454646378756
z: -0.178701549768
w: 1.0"
2017-11-28 17:06:53:530726,Robot Hand Pose: ,"x: 0.183098763227
y: 0.101092226803
z: 0.208595857024
x: 0.0101640140638
y: 0.530460476875
z: -0.050474524498
w: 1.0"
2017-11-28 17:06:53:530998,Current Word:,\rspd=70\  The
2017-11-28 17:06:54:806959,Current Word:,\rspd=70\ children
2017-11-28 17:06:54:807056,Robot Hand Pose: ,"x: 0.186247259378
y: 0.102530911565
z: 0.213432401419
x: 0.00831883307546
y: 0.504643976688
z: -0.0416523590684
w: 1.0"
2017-11-28 17:06:56:087367,Robot Hand Pose: ,"x: 0.186333447695
y: 0.093424975872
z: 0.212873592973
x: 0.0106757199392
y: 0.505386471748
z: -0.0907297134399
w: 1.0"
2017-11-28 17:06:56:088349,Current Word:,\rspd=70\ put
2017-11-28 17:06:57:366919,Robot Hand Pose: ,"x: 0.18551620841
y: 0.0844159424305
z: 0.211883291602
x: 0.0137159368023
y: 0.508316576481
z: -0.140057861805
w: 1.0"
2017-11-28 17:06:57:367465,Current Word:,\rspd=70\ things
2017-11-28 17:06:58:628176,Current Word:,\rspd=70\ inside		
2017-11-28 17:06:58:627922,Robot Hand Pose: ,"x: 0.18459546566
y: 0.0760325193405
z: 0.211101830006
x: 0.0184305869043
y: 0.510405004025
z: -0.18579800427
w: 1.0"
2017-11-28 17:07:00:049050,Robot State:,Looking at The Book
2017-11-28 17:07:03:847255,Robot State:,Looking at The Book
2017-11-28 17:07:06:170310,Detected Cards: ,GREEN Card Detected
2017-11-28 17:07:06:900779,Current State of Reading: ,Wrong Happy Mode
2017-11-28 17:07:07:942926,Robot State:,Looking at The Book
2017-11-28 17:07:08:469548,Robot State:,Reaction Mode Started
2017-11-28 17:07:17:903329,Robot State:,Looking at The Book
2017-11-28 17:07:18:432574,Robot State:,Reaction Mode Ended
2017-11-28 17:07:18:668473,Current State of Reading: ,False
2017-11-28 17:07:18:671924,Current State of Reading: ,Waiting for Red-card
2017-11-28 17:07:20:215990,Robot State:,Reading Mode Started
2017-11-28 17:07:25:407356,Robot Hand Pose: ,"x: 0.180530905724
y: -0.0640296638012
z: 0.205647796392
x: 0.0544055514038
y: 0.502532660961
z: 0.336268335581
w: 1.0"
2017-11-28 17:07:25:408668,Current Word:,\rspd=70\  They
2017-11-28 17:07:26:446863,Current Word:,\rspd=70\ had
2017-11-28 17:07:26:447282,Robot Hand Pose: ,"x: 0.188901722431
y: -0.0639178007841
z: 0.219489604235
x: 0.0247076991946
y: 0.43136253953
z: 0.323830068111
w: 1.0"
2017-11-28 17:07:27:488108,Robot Hand Pose: ,"x: 0.189214408398
y: -0.067063473165
z: 0.218532115221
x: 0.0236671697348
y: 0.436673909426
z: 0.307910174131
w: 1.0"
2017-11-28 17:07:27:488451,Current Word:,\rspd=70\ a
2017-11-28 17:07:28:526526,Robot Hand Pose: ,"x: 0.189696893096
y: -0.0731604918838
z: 0.217431366444
x: 0.0213066916913
y: 0.443997293711
z: 0.276338756084
w: 1.0"
2017-11-28 17:07:28:526903,Current Word:,\rspd=70\ party
2017-11-28 17:07:29:578625,Robot Hand Pose: ,"x: 0.189174890518
y: -0.0806724727154
z: 0.21448430419
x: 0.0253532677889
y: 0.460231721401
z: 0.23960994184
w: 1.0"
2017-11-28 17:07:29:578990,Current Word:,\rspd=70\ in
