*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*
2017-11-20 17:17:37:206033,Child Name:,Child Name
2017-11-20 17:17:37:213158,On or OFF:,Face Tracking is OFF
2017-11-20 17:17:37:944942,On or OFF:,Face Tracking is ON
2017-11-20 17:17:38:946975,Robot State:,Introduce Nao Started
2017-11-20 17:17:41:551303,Robot State:,Introduce Nao Ended
2017-11-20 17:17:42:042190,On or OFF:,Face Tracking is OFF
2017-11-20 17:17:43:060349,Robot State:,Looking at The Book
2017-11-20 17:18:25:649038,Robot State:,TaskONE Selected
2017-11-20 17:18:26:658619,Robot State:,Looking at The Book
2017-11-20 17:18:27:176718,Current State of Reading: ,False
2017-11-20 17:18:27:185589,Current State of Reading: ,Waiting for Red-card
2017-11-20 17:18:28:950351,Robot State:,Reading Mode Started
2017-11-20 17:18:33:543899,Robot Hand Pose: ,"x: 0.204967781901
y: 0.100439764559
z: 0.249223843217
x: 0.0130385076627
y: 0.320861935616
z: -0.0496206283569
w: 1.0"
2017-11-20 17:18:33:544365,Current Word:,\rspd=70\  HOOT
2017-11-20 17:18:36:261169,Robot Hand Pose: ,"x: 0.212138235569
y: 0.0781549662352
z: 0.270631581545
x: 0.00316006061621
y: 0.215801164508
z: -0.151351779699
w: 1.0"
2017-11-20 17:18:36:260955,Current Word:,\rspd=70\ HOOT		
2017-11-20 17:18:37:240619,Robot Hand Pose: ,"x: 0.204440280795
y: 0.106051154435
z: 0.249253019691
x: 0.0139095429331
y: 0.321407318115
z: -0.0208305511624
w: 1.0"
2017-11-20 17:18:37:241249,Current Word:,\rspd=70\  Don't
2017-11-20 17:18:38:098442,Detected Cards: ,RED Card Detected
2017-11-20 17:18:38:117167,Current State of Reading: ,Correcting Mode
2017-11-20 17:18:38:131804,Robot State:,Reaction Mode Started
2017-11-20 17:18:38:291022,Detected Cards: ,RED Card Detected
2017-11-20 17:18:47:638537,Robot State:,Looking at The Book
2017-11-20 17:18:50:080180,Robot State:,Looking at The Book
2017-11-20 17:18:50:638189,Robot State:,Reaction Mode Ended
2017-11-20 17:18:50:867471,Current State of Reading: ,Waiting for Red-card
2017-11-20 17:18:52:535008,Robot State:,Reading Mode Started
2017-11-20 17:18:57:239642,Current Word:,\rspd=70\  HOOT
2017-11-20 17:18:57:239795,Robot Hand Pose: ,"x: 0.204682320356
y: 0.10094062984
z: 0.248996719718
x: 0.0140813793987
y: 0.322076618671
z: -0.046349696815
w: 1.0"
2017-11-20 17:18:59:982014,Robot Hand Pose: ,"x: 0.212230890989
y: 0.0798171982169
z: 0.270673036575
x: 0.00368053931743
y: 0.215726256371
z: -0.141924574971
w: 1.0"
2017-11-20 17:18:59:982334,Current Word:,\rspd=70\ HOOT		
2017-11-20 17:19:00:960188,Current Word:,\rspd=70\  Don't
2017-11-20 17:19:00:960343,Robot Hand Pose: ,"x: 0.204342320561
y: 0.106311298907
z: 0.24894978106
x: 0.0147944455966
y: 0.323002249002
z: -0.0188835859299
w: 1.0"
2017-11-20 17:19:02:205136,Robot Hand Pose: ,"x: 0.206532090902
y: 0.108331359923
z: 0.2553999722
x: 0.0128103988245
y: 0.291823148727
z: -0.00824125483632
w: 1.0"
2017-11-20 17:19:02:205749,Current Word:,\rspd=70\ listen
2017-11-20 17:19:03:465361,Robot Hand Pose: ,"x: 0.206988871098
y: 0.0996382832527
z: 0.255425661802
x: 0.00247301766649
y: 0.290562659502
z: -0.0498297587037
w: 1.0"
2017-11-20 17:19:03:466335,Current Word:,\rspd=70\ to
2017-11-20 17:19:04:722777,Current Word:,\rspd=70\ that
2017-11-20 17:19:04:722991,Robot Hand Pose: ,"x: 0.207417443395
y: 0.0903572812676
z: 0.255458235741
x: 0.00201113289222
y: 0.289197206497
z: -0.0947764664888
w: 1.0"
2017-11-20 17:19:06:020146,Robot Hand Pose: ,"x: 0.207644149661
y: 0.0811498314142
z: 0.25685697794
x: 0.00544716464356
y: 0.281248688698
z: -0.13947160542
w: 1.0"
2017-11-20 17:19:06:020538,Current Word:,\rspd=70\ tiny
2017-11-20 17:19:07:346185,Robot Hand Pose: ,"x: 0.20764669776
y: 0.0725342854857
z: 0.258383125067
x: 0.00461171753705
y: 0.272902876139
z: -0.180760845542
w: 1.0"
2017-11-20 17:19:07:346464,Current Word:,\rspd=70\ little
2017-11-20 17:19:07:625488,Detected Cards: ,YELLOW Card Detected
