*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*
2017-11-20 14:46:57:671052,Child Name:,Child Name
2017-11-20 14:46:57:676089,On or OFF:,Face Tracking is OFF
2017-11-20 14:46:58:225669,On or OFF:,Face Tracking is ON
2017-11-20 14:46:59:228265,Robot State:,Introduce Nao Started
2017-11-20 14:47:16:481930,Robot State:,Introduce Nao Ended
2017-11-20 14:47:17:060753,On or OFF:,Face Tracking is OFF
2017-11-20 14:47:18:081993,Robot State:,Looking at The Book
2017-11-20 14:47:26:735720,Robot State:,TaskONE Selected
2017-11-20 14:47:27:765159,Robot State:,Looking at The Book
2017-11-20 14:47:29:861463,Robot State:,Reading Mode Started
2017-11-20 14:47:34:286476,Position: ,"x: 0.201023638248
y: 0.107431255281
z: 0.242489486933
x: 0.0156316068023
y: 0.355403274298
z: -0.0184977911413
w: 1.0"
2017-11-20 14:47:34:286976,Current Word:,\rspd=70\  HOOT
2017-11-20 14:47:37:445797,Current Word:,\rspd=70\ HOOT		
2017-11-20 14:47:37:445269,Position: ,"x: 0.209420219064
y: 0.0819434672594
z: 0.262571930885
x: 0.00182554987259
y: 0.254145383835
z: -0.137752860785
w: 1.0"
2017-11-20 14:47:38:565874,Position: ,"x: 0.199962645769
y: 0.114229880273
z: 0.241958662868
x: 0.00983603298664
y: 0.359370350838
z: 0.0177974365652
w: 1.0"
2017-11-20 14:47:38:566812,Current Word:,\rspd=70\  Don't
2017-11-20 14:47:40:009705,Position: ,"x: 0.201882943511
y: 0.115907996893
z: 0.247045651078
x: 0.00807840935886
y: 0.334310740232
z: 0.0266976151615
w: 1.0"
2017-11-20 14:47:40:010921,Current Word:,\rspd=70\ listen
2017-11-20 14:47:41:426138,Position: ,"x: 0.202946871519
y: 0.106546282768
z: 0.247039735317
x: -0.00538419792429
y: 0.332789510489
z: -0.0187271330506
w: 1.0"
2017-11-20 14:47:41:426681,Current Word:,\rspd=70\ to
2017-11-20 14:47:42:864384,Position: ,"x: 0.204107314348
y: 0.0958693698049
z: 0.248180702329
x: -0.00545643735677
y: 0.325490623713
z: -0.0722560733557
w: 1.0"
2017-11-20 14:47:42:864923,Current Word:,\rspd=70\ that
2017-11-20 14:47:43:675478,Detected Cards: ,RED Card Detected
2017-11-20 14:47:44:632425,Robot State:,Reaction Mode Started
2017-11-20 14:47:48:023465,Robot State:,Looking at The Book
2017-11-20 14:47:51:880867,Robot State:,Looking at The Book
2017-11-20 14:47:52:429239,Robot State:,Reaction Mode Ended
2017-11-20 14:47:54:251330,Robot State:,Reading Mode Started
2017-11-20 14:47:58:264600,Position: ,"x: 0.199791043997
y: 0.107811965048
z: 0.241704493761
x: -0.017395414412
y: 0.360228061676
z: -0.0137756457552
w: 1.0"
2017-11-20 14:47:58:265647,Current Word:,\rspd=70\  HOOT
2017-11-20 14:48:01:384568,Position: ,"x: 0.209913700819
y: 0.0830957740545
z: 0.264841139317
x: -0.00161723117344
y: 0.244203954935
z: -0.128828823566
w: 1.0"
2017-11-20 14:48:01:385760,Current Word:,\rspd=70\ HOOT		
2017-11-20 14:48:02:484260,Current Word:,\rspd=70\  Don't
2017-11-20 14:48:02:484356,Position: ,"x: 0.200745433569
y: 0.115988194942
z: 0.244392171502
x: 0.0113645680249
y: 0.348153889179
z: 0.0296440441161
w: 1.0"
2017-11-20 14:48:03:969111,Position: ,"x: 0.202936351299
y: 0.117300488055
z: 0.250391751528
x: 0.00938251707703
y: 0.318529129028
z: 0.0351505167782
w: 1.0"
2017-11-20 14:48:03:969914,Current Word:,\rspd=70\ listen
2017-11-20 14:48:05:688510,Robot State:,Reaction Mode Started
2017-11-20 14:48:13:501563,Robot State:,Looking at The Book
2017-11-20 14:48:18:203230,Robot State:,Looking at The Book
2017-11-20 14:48:18:754767,Robot State:,Reaction Mode Ended
2017-11-20 14:48:38:792698,Detected Cards: ,GREEN Card Detected
