*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*
2017-11-20 17:00:56:263222,Child Name:,Child Name
2017-11-20 17:00:56:268120,On or OFF:,Face Tracking is OFF
2017-11-20 17:00:57:082138,On or OFF:,Face Tracking is ON
2017-11-20 17:00:58:084776,Robot State:,Introduce Nao Started
2017-11-20 17:01:00:739288,Robot State:,Introduce Nao Ended
2017-11-20 17:01:01:286312,On or OFF:,Face Tracking is OFF
2017-11-20 17:01:02:299963,Robot State:,Looking at The Book
2017-11-20 17:01:02:900694,Robot State:,TaskONE Selected
2017-11-20 17:01:03:919676,Robot State:,Looking at The Book
2017-11-20 17:01:04:433231,Current State of Reading: ,False
2017-11-20 17:01:04:437226,Current State of Reading: ,Waiting for Red-card
2017-11-20 17:01:06:032762,Robot State:,Reading Mode Started
2017-11-20 17:01:10:543189,Current Word:,\rspd=70\  HOOT
2017-11-20 17:01:10:543517,Robot Hand Pose: ,"x: 0.202796429396
y: 0.113918103278
z: 0.247081771493
x: 0.015606302768
y: 0.333442032337
z: 0.0168848056346
w: 1.0"
2017-11-20 17:01:13:344300,Robot Hand Pose: ,"x: 0.211545556784
y: 0.091121442616
z: 0.267973601818
x: -0.0018317598151
y: 0.229601532221
z: -0.089975759387
w: 1.0"
2017-11-20 17:01:13:345352,Current Word:,\rspd=70\ HOOT		
2017-11-20 17:01:14:343189,Robot Hand Pose: ,"x: 0.202770665288
y: 0.119731172919
z: 0.249101608992
x: 0.0118435835466
y: 0.324490308762
z: 0.0475390590727
w: 1.0"
2017-11-20 17:01:14:343403,Current Word:,\rspd=70\  Don't
2017-11-20 17:01:15:581774,Robot Hand Pose: ,"x: 0.204224437475
y: 0.121251404285
z: 0.254031062126
x: 0.008420846425
y: 0.300366610289
z: 0.0546991787851
w: 1.0"
2017-11-20 17:01:15:582375,Current Word:,\rspd=70\ listen
2017-11-20 17:01:16:882393,Robot Hand Pose: ,"x: 0.205745473504
y: 0.112906381488
z: 0.255096703768
x: -0.000457193265902
y: 0.294045269489
z: 0.014365863055
w: 1.0"
2017-11-20 17:01:16:883352,Current Word:,\rspd=70\ to
2017-11-20 17:01:18:203705,Robot Hand Pose: ,"x: 0.206576019526
y: 0.104046784341
z: 0.2549726367
x: 0.00073890312342
y: 0.293431043625
z: -0.0290088318288
w: 1.0"
2017-11-20 17:01:18:204099,Current Word:,\rspd=70\ that
2017-11-20 17:01:19:521770,Robot Hand Pose: ,"x: 0.206921234727
y: 0.0944750756025
z: 0.25462526083
x: 0.00115487002768
y: 0.293870955706
z: -0.0754540264606
w: 1.0"
2017-11-20 17:01:19:521645,Current Word:,\rspd=70\ tiny
2017-11-20 17:01:20:842094,Current Word:,\rspd=70\ little
2017-11-20 17:01:20:842291,Robot Hand Pose: ,"x: 0.206967890263
y: 0.084276586771
z: 0.254386901855
x: 0.00516476901248
y: 0.293665856123
z: -0.12518773973
w: 1.0"
2017-11-20 17:01:22:207192,Robot Hand Pose: ,"x: 0.206532567739
y: 0.0754396021366
z: 0.254293084145
x: 0.00786941684783
y: 0.292892485857
z: -0.168475612998
w: 1.0"
2017-11-20 17:01:22:208406,Current Word:,\rspd=70\  rabbit 			
2017-11-20 17:01:23:582587,Robot Hand Pose: ,"x: 0.197558164597
y: 0.122572243214
z: 0.23846359551
x: 0.0119534833357
y: 0.378326952457
z: 0.0631910488009
w: 1.0"
2017-11-20 17:01:23:582811,Current Word:,\rspd=70\  I am
2017-11-20 17:01:24:662292,Robot Hand Pose: ,"x: 0.197526633739
y: 0.123821347952
z: 0.238871604204
x: 0.00649326760322
y: 0.376410424709
z: 0.0696576461196
w: 1.0"
2017-11-20 17:01:24:662908,Current Word:,\rspd=70\ the
2017-11-20 17:01:25:762838,Robot Hand Pose: ,"x: 0.198229163885
y: 0.118222132325
z: 0.238444536924
x: -0.000801258836873
y: 0.377563476562
z: 0.0416269600391
w: 1.0"
2017-11-20 17:01:25:763191,Current Word:,\rspd=70\ wisest
2017-11-20 17:01:26:887494,Current Word:,\rspd=70\ and
2017-11-20 17:01:26:887015,Robot Hand Pose: ,"x: 0.199158072472
y: 0.111412733793
z: 0.238279595971
x: -2.1897491024e-05
y: 0.377136409283
z: 0.006806650199
w: 1.0"
2017-11-20 17:01:28:020747,Current Word:,\rspd=70\ bravest
2017-11-20 17:01:28:020860,Robot Hand Pose: ,"x: 0.199543222785
y: 0.103868685663
z: 0.237588435411
x: -0.000127832405269
y: 0.379289895296
z: -0.0310646425933
w: 1.0"
2017-11-20 17:01:29:142511,Robot Hand Pose: ,"x: 0.199852451682
y: 0.0960191488266
z: 0.237579315901
x: 0.000655712618027
y: 0.377946197987
z: -0.070623524487
w: 1.0"
2017-11-20 17:01:29:143171,Current Word:,\rspd=70\  snake
2017-11-20 17:01:30:261710,Current Word:,\rspd=70\ in
2017-11-20 17:01:30:261905,Robot Hand Pose: ,"x: 0.200060397387
y: 0.0884175747633
z: 0.237333655357
x: 0.000573720782995
y: 0.377910226583
z: -0.108580328524
w: 1.0"
2017-11-20 17:01:31:403866,Robot Hand Pose: ,"x: 0.19981533289
y: 0.0808721408248
z: 0.237579017878
x: 0.000687860010657
y: 0.375352144241
z: -0.146393209696
w: 1.0"
2017-11-20 17:01:31:403718,Current Word:,\rspd=70\ the
2017-11-20 17:01:32:564192,Robot Hand Pose: ,"x: 0.199382036924
y: 0.0734339058399
z: 0.237550675869
x: 0.00338706281036
y: 0.374072134495
z: -0.184382215142
w: 1.0"
2017-11-20 17:01:32:564507,Current Word:,\rspd=70\ skies.
2017-11-20 17:01:33:977728,Robot State:,Looking at The Book
2017-11-20 17:01:37:858911,Robot State:,Looking at The Book
