*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*
2017-11-20 11:49:54:744497,Child Name:,Child Name
2017-11-20 11:49:54:749199,On or OFF:,Face Tracking is OFF
2017-11-20 11:49:55:465327,On or OFF:,Face Tracking is ON
2017-11-20 11:49:56:468268,Robot State:,Introduce Nao Started
2017-11-20 11:50:13:963362,Robot State:,Introduce Nao Ended
2017-11-20 11:50:14:166031,On or OFF:,Face Tracking is OFF
2017-11-20 11:50:15:176737,Robot State:,Looking at The Book
2017-11-20 11:50:15:769526,Robot State:,TaskONE Selected
2017-11-20 11:50:16:797517,Robot State:,Looking at The Book
2017-11-20 11:50:18:899806,Robot State:,Reading Mode Started
2017-11-20 11:50:20:121098,Position: ,"x: 0.0978271439672
y: 0.0839247778058
z: 0.167980760336
x: -0.999868631363
y: 0.571205437183
z: -0.462328523397
w: 1.0"
2017-11-20 11:50:20:122426,Current Word:,\rspd=70\  HOOT
2017-11-20 11:50:22:082359,Current Word:,\rspd=70\ HOOT		
2017-11-20 11:50:22:082539,Position: ,"x: 0.100279673934
y: 0.0643269047141
z: 0.17500269413
x: -1.07974565029
y: 0.475701898336
z: -0.562731385231
w: 1.0"
2017-11-20 11:50:22:726432,Position: ,"x: 0.100267358124
y: 0.0642990916967
z: 0.175033614039
x: -1.07939994335
y: 0.475596249104
z: -0.562519848347
w: 1.0"
2017-11-20 11:50:22:727060,Current Word:,\rspd=70\  Don't
2017-11-20 11:50:24:704439,Position: ,"x: 0.100254923105
y: 0.0643881112337
z: 0.175003737211
x: -1.08017206192
y: 0.47527474165
z: -0.562933444977
w: 1.0"
2017-11-20 11:50:24:704909,Current Word:,\rspd=70\ listen
2017-11-20 11:50:26:661182,Position: ,"x: 0.100287601352
y: 0.0643180012703
z: 0.175024047494
x: -1.07954311371
y: 0.475596010685
z: -0.562591254711
w: 1.0"
2017-11-20 11:50:26:662357,Current Word:,\rspd=70\ to
2017-11-20 11:50:28:621220,Position: ,"x: 0.100239686668
y: 0.0643409341574
z: 0.175043076277
x: -1.07953333855
y: 0.475332945585
z: -0.562585890293
w: 1.0"
2017-11-20 11:50:28:622075,Current Word:,\rspd=70\ that
2017-11-20 11:50:30:582482,Position: ,"x: 0.10010343045
y: 0.0643331557512
z: 0.175054699183
x: -1.0795276165
y: 0.475174129009
z: -0.562528133392
w: 1.0"
2017-11-20 11:50:30:582807,Current Word:,\rspd=70\ tiny
2017-11-20 11:50:32:559669,Position: ,"x: 0.100225158036
y: 0.0643050894141
z: 0.175043433905
x: -1.07769918442
y: 0.475414276123
z: -0.562449395657
w: 1.0"
2017-11-20 11:50:32:560088,Current Word:,\rspd=70\ little
2017-11-20 11:50:34:523176,Current Word:,\rspd=70\  rabbit 			
2017-11-20 11:50:34:523428,Position: ,"x: 0.100270532072
y: 0.0643484890461
z: 0.175024837255
x: -1.07967805862
y: 0.47546133399
z: -0.562647819519
w: 1.0"
2017-11-20 11:50:35:160803,Position: ,"x: 0.100301116705
y: 0.064333640039
z: 0.17499512434
x: -1.07810950279
y: 0.475700348616
z: -0.562626779079
w: 1.0"
2017-11-20 11:50:35:162635,Current Word:,\rspd=70\  I am
2017-11-20 11:50:37:166606,Position: ,"x: 0.100305408239
y: 0.0643353462219
z: 0.175006300211
x: -1.07972443104
y: 0.475672602654
z: -0.562663733959
w: 1.0"
2017-11-20 11:50:37:167290,Current Word:,\rspd=70\ the
2017-11-20 11:50:39:141690,Current Word:,\rspd=70\ wisest
2017-11-20 11:50:39:141472,Position: ,"x: 0.100320637226
y: 0.0643362253904
z: 0.174982845783
x: -1.07818937302
y: 0.475788384676
z: -0.562660515308
w: 1.0"
