*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*
2017-11-28 17:35:23:453331,Child Name:,Child Name
2017-11-28 17:35:23:457637,On or OFF:,Face Tracking is OFF
2017-11-28 17:35:24:157501,On or OFF:,Face Tracking is ON
2017-11-28 17:35:25:159626,Robot State:,Introduce Nao Started
2017-11-28 17:35:27:942860,Robot State:,Introduce Nao Ended
2017-11-28 17:35:28:405123,On or OFF:,Face Tracking is OFF
2017-11-28 17:35:29:431728,Robot State:,Looking at The Book
2017-11-28 17:35:30:007892,Robot State:,TaskONE Selected
2017-11-28 17:35:31:050728,Robot State:,Looking at The Book
2017-11-28 17:35:31:568578,Current State of Reading: ,False
2017-11-28 17:35:31:585399,Current State of Reading: ,Waiting for Red-card
2017-11-28 17:35:33:134280,Robot State:,Reading Mode Started
2017-11-28 17:35:37:593041,Robot Hand Pose: ,"x: 0.19265191257
y: 0.103351384401
z: 0.223680630326
x: 0.0150925321504
y: 0.450324118137
z: -0.0352406948805
w: 1.0"
2017-11-28 17:35:37:593721,Current Word:,\rspd=70\  Dad
2017-11-28 17:35:38:652590,Robot Hand Pose: ,"x: 0.202969223261
y: 0.0978217720985
z: 0.244467526674
x: 0.0163166001439
y: 0.343987882137
z: -0.059104770422
w: 1.0"
2017-11-28 17:35:38:653363,Current Word:,\rspd=70\ went
2017-11-28 17:35:39:697220,Robot Hand Pose: ,"x: 0.202943712473
y: 0.0894777998328
z: 0.243567079306
x: 0.0052420925349
y: 0.347127735615
z: -0.0999445468187
w: 1.0"
2017-11-28 17:35:39:697710,Current Word:,\rspd=70\ to
2017-11-28 17:35:40:733749,Robot Hand Pose: ,"x: 0.202534168959
y: 0.0822716653347
z: 0.243235260248
x: 0.00828654225916
y: 0.347646266222
z: -0.135822966695
w: 1.0"
2017-11-28 17:35:40:734061,Current Word:,\rspd=70\ the
2017-11-28 17:35:41:775512,Current Word:,"\rspd=70\ sports, day 		"
2017-11-28 17:35:41:775125,Robot Hand Pose: ,"x: 0.2016800493
y: 0.0747424066067
z: 0.242766261101
x: 0.0105852019042
y: 0.348814606667
z: -0.173299208283
w: 1.0"
2017-11-28 17:35:42:494773,Current Word:,\rspd=70\ He
2017-11-28 17:35:42:495164,Robot Hand Pose: ,"x: 0.191275030375
y: 0.0921646356583
z: 0.221134930849
x: 0.00825455412269
y: 0.461314380169
z: -0.0915059149265
w: 1.0"
2017-11-28 17:35:43:716531,Robot Hand Pose: ,"x: 0.193885698915
y: 0.0939915329218
z: 0.225576773286
x: 0.0103556402028
y: 0.43867701292
z: -0.0808963254094
w: 1.0"
2017-11-28 17:35:43:717598,Current Word:,\rspd=70\ took
2017-11-28 17:35:44:933266,Current Word:,\rspd=70\ the
2017-11-28 17:35:44:933337,Robot Hand Pose: ,"x: 0.193718209863
y: 0.0854639187455
z: 0.225455880165
x: 0.0101522924379
y: 0.437541007996
z: -0.124956682324
w: 1.0"
2017-11-28 17:35:46:155542,Robot Hand Pose: ,"x: 0.192905783653
y: 0.0766191035509
z: 0.224531650543
x: 0.0175573527813
y: 0.44044727087
z: -0.17081733048
w: 1.0"
2017-11-28 17:35:46:156657,Current Word:,\rspd=70\ camcorder
2017-11-28 17:35:47:492112,Robot State:,Looking at The Book
2017-11-28 17:35:51:272793,Robot State:,Looking at The Book
