*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*
2017-11-20 15:11:16:781685,Child Name:,Child Name
2017-11-20 15:11:16:792900,On or OFF:,Face Tracking is OFF
2017-11-20 15:11:17:326445,On or OFF:,Face Tracking is ON
2017-11-20 15:11:18:328003,Robot State:,Introduce Nao Started
2017-11-20 15:11:21:745710,Robot State:,Introduce Nao Ended
2017-11-20 15:11:22:417974,On or OFF:,Face Tracking is OFF
2017-11-20 15:11:23:433827,Robot State:,Looking at The Book
2017-11-20 15:11:23:993445,Robot State:,TaskONE Selected
2017-11-20 15:11:25:015110,Robot State:,Looking at The Book
2017-11-20 15:11:27:123658,Robot State:,Reading Mode Started
2017-11-20 15:11:31:638360,Position: ,"x: 0.201929494739
y: 0.113503813744
z: 0.243673980236
x: 0.0171541739255
y: 0.350157618523
z: 0.0125133106485
w: 1.0"
2017-11-20 15:11:31:639721,Current Word:,\rspd=70\  HOOT
2017-11-20 15:11:34:455317,Position: ,"x: 0.21198785305
y: 0.0906788557768
z: 0.267616510391
x: -0.00184485944919
y: 0.231011748314
z: -0.0948827043176
w: 1.0"
2017-11-20 15:11:34:456327,Current Word:,\rspd=70\ HOOT		
2017-11-20 15:11:35:455996,Position: ,"x: 0.203470677137
y: 0.117941975594
z: 0.248871892691
x: 0.00479333894327
y: 0.325213521719
z: 0.0361045151949
w: 1.0"
2017-11-20 15:11:35:456482,Current Word:,\rspd=70\  Don't
2017-11-20 15:11:36:735792,Position: ,"x: 0.204897671938
y: 0.120021119714
z: 0.253952890635
x: 0.00128187739756
y: 0.300492078066
z: 0.0465031042695
w: 1.0"
2017-11-20 15:11:36:736137,Current Word:,\rspd=70\ listen
2017-11-20 15:11:38:036115,Position: ,"x: 0.206140369177
y: 0.112582348287
z: 0.254749000072
x: -0.00793472491205
y: 0.295459240675
z: 0.0110159479082
w: 1.0"
2017-11-20 15:11:38:036586,Current Word:,\rspd=70\ to
2017-11-20 15:11:39:355348,Current Word:,\rspd=70\ that
2017-11-20 15:11:39:355185,Position: ,"x: 0.206934243441
y: 0.103382594883
z: 0.254608631134
x: -0.0104161147028
y: 0.294829457998
z: -0.0339410081506
w: 1.0"
2017-11-20 15:11:40:655903,Position: ,"x: 0.20709335804
y: 0.0944566354156
z: 0.254020035267
x: -0.00590175623074
y: 0.296601861715
z: -0.0771116986871
w: 1.0"
2017-11-20 15:11:40:656668,Current Word:,\rspd=70\ tiny
2017-11-20 15:11:41:997765,Position: ,"x: 0.207065925002
y: 0.0841777324677
z: 0.253776311874
x: -0.00225983373821
y: 0.296311289072
z: -0.12711827457
w: 1.0"
2017-11-20 15:11:41:998238,Current Word:,\rspd=70\ little
2017-11-20 15:11:43:356008,Current Word:,\rspd=70\  rabbit 			
2017-11-20 15:11:43:356127,Position: ,"x: 0.207359731197
y: 0.0756776481867
z: 0.255235165358
x: -0.00240455055609
y: 0.288127750158
z: -0.16850964725
w: 1.0"
2017-11-20 15:11:44:061856,Detected Cards: ,YELLOW Card Detected
2017-11-20 15:11:47:153882,Robot State:,Looking at The Book
