*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*
2017-11-28 18:18:38:289806,Child Name:,Child Name
2017-11-28 18:18:38:297104,On or OFF:,Face Tracking is OFF
2017-11-28 18:18:38:937769,On or OFF:,Face Tracking is ON
2017-11-28 18:18:39:940598,Robot State:,Introduce Nao Started
2017-11-28 18:18:43:664052,Robot State:,Introduce Nao Ended
2017-11-28 18:18:44:207286,On or OFF:,Face Tracking is OFF
2017-11-28 18:18:45:217112,Robot State:,Looking at The Book
2017-11-28 18:18:45:811151,Robot State:,TaskONE Selected
2017-11-28 18:18:46:835320,Robot State:,Looking at The Book
2017-11-28 18:18:47:346454,Current State of Reading: ,False
2017-11-28 18:18:47:352037,Current State of Reading: ,Waiting for Red-card
2017-11-28 18:18:48:929777,Robot State:,Reading Mode Started
2017-11-28 18:18:53:402260,Robot Hand Pose: ,"x: 0.192130953074
y: 0.109184086323
z: 0.223261088133
x: 0.0213435087353
y: 0.453811436892
z: -0.00628902157769
w: 1.0"
2017-11-28 18:18:53:406288,Current Word:,\rspd=80\  It
2017-11-28 18:18:53:508666,Robot State:,0.1
2017-11-28 18:18:54:678555,Robot Hand Pose: ,"x: 0.201181486249
y: 0.101215161383
z: 0.240515395999
x: 0.0114687383175
y: 0.364078402519
z: -0.0426937490702
w: 1.0"
2017-11-28 18:18:54:679397,Current Word:,\rspd=80\ was
2017-11-28 18:18:54:787588,Robot State:,0.1
2017-11-28 18:18:55:937904,Robot Hand Pose: ,"x: 0.199975654483
y: 0.091660939157
z: 0.237287551165
x: 0.0055537619628
y: 0.378698915243
z: -0.0903619378805
w: 1.0"
2017-11-28 18:18:55:938266,Current Word:,\rspd=80\ Jo's
2017-11-28 18:18:56:040061,Robot State:,0.1
2017-11-28 18:18:57:199791,Robot Hand Pose: ,"x: 0.19917820394
y: 0.083229072392
z: 0.235750317574
x: 0.0085634784773
y: 0.384871125221
z: -0.133489102125
w: 1.0"
2017-11-28 18:18:57:200361,Current Word:,\rspd=80\ wedding 		
2017-11-28 18:18:57:303066,Robot State:,0.1
2017-11-28 18:18:57:919909,Robot Hand Pose: ,"x: 0.189737141132
y: 0.100220561028
z: 0.218229606748
x: 0.0126160345972
y: 0.478155642748
z: -0.0508588477969
w: 1.0"
2017-11-28 18:18:57:920970,Current Word:,\rspd=80\ Dad
2017-11-28 18:18:58:022986,Robot State:,0.1
2017-11-28 18:18:59:197044,Robot Hand Pose: ,"x: 0.190508067608
y: 0.100348599255
z: 0.219896316528
x: 0.00692641781643
y: 0.469635337591
z: -0.0486874245107
w: 1.0"
2017-11-28 18:18:59:197728,Current Word:,\rspd=80\ took
2017-11-28 18:18:59:300508,Robot State:,0.1
2017-11-28 18:19:00:458812,Robot Hand Pose: ,"x: 0.189668506384
y: 0.0909567400813
z: 0.217814102769
x: 0.00626626657322
y: 0.478450417519
z: -0.0988169014454
w: 1.0"
2017-11-28 18:19:00:459350,Current Word:,\rspd=80\ the
2017-11-28 18:19:00:573857,Robot State:,0.1
2017-11-28 18:19:01:756773,Robot Hand Pose: ,"x: 0.188170209527
y: 0.0823264718056
z: 0.215747117996
x: 0.0136877028272
y: 0.487326562405
z: -0.146061316133
w: 1.0"
2017-11-28 18:19:01:756993,Current Word:,\rspd=80\ camcorder
2017-11-28 18:19:01:861026,Robot State:,0.1
2017-11-28 18:19:03:075056,Robot State:,Looking at The Book
2017-11-28 18:19:06:854896,Robot State:,Looking at The Book
2017-11-28 19:22:24:512271,Current State of Reading: ,False
2017-11-28 19:22:24:602978,Current State of Reading: ,Waiting for Red-card
2017-11-28 19:22:26:119748,Robot State:,Reading Mode Started
2017-11-28 19:22:30:330965,Robot Hand Pose: ,"x: 0.186298295856
y: 0.0599494948983
z: 0.215543434024
x: 0.00818495638669
y: 0.48290514946
z: -0.267455786467
w: 1.0"
2017-11-28 19:22:30:332548,Current Word:,\rspd=80\  Wilf
2017-11-28 19:22:30:434620,Robot State:,0.1
2017-11-28 19:22:31:330671,Robot Hand Pose: ,"x: 0.195322960615
y: 0.0537523105741
z: 0.234272941947
x: 0.0192015059292
y: 0.386966615915
z: -0.282815009356
w: 1.0"
2017-11-28 19:22:31:330857,Current Word:,\rspd=80\ and
2017-11-28 19:22:31:433467,Robot State:,0.1
2017-11-28 19:22:32:313733,Current Word:,\rspd=80\ Wilma
2017-11-28 19:22:32:313506,Robot Hand Pose: ,"x: 0.193966954947
y: 0.0485869720578
z: 0.233670443296
x: 0.0196654833853
y: 0.388834118843
z: -0.309961348772
w: 1.0"
2017-11-28 19:22:32:423254,Robot State:,0.1
2017-11-28 19:22:33:290074,Current Word:,\rspd=80\ came
