*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*
2017-11-21 13:44:02:361757,Child Name:,Child Name
2017-11-21 13:44:02:380378,On or OFF:,Face Tracking is OFF
2017-11-21 13:44:02:726297,On or OFF:,Face Tracking is ON
2017-11-21 13:44:03:729305,Robot State:,Introduce Nao Started
2017-11-21 13:44:08:882793,Robot State:,Introduce Nao Ended
2017-11-21 13:44:09:079917,On or OFF:,Face Tracking is OFF
2017-11-21 13:44:10:109021,Robot State:,Looking at The Book
2017-11-21 13:44:10:703676,Robot State:,TaskONE Selected
2017-11-21 13:44:11:729702,Robot State:,Looking at The Book
2017-11-21 13:44:12:245165,Current State of Reading: ,False
2017-11-21 13:44:12:262464,Current State of Reading: ,Waiting for Red-card
2017-11-21 13:44:13:824722,Robot State:,Reading Mode Started
2017-11-21 13:44:18:492962,Robot Hand Pose: ,"x: 0.208126083016
y: 0.105860903859
z: 0.258429408073
x: 0.0167081411928
y: 0.276510238647
z: -0.0249533075839
w: 1.0"
2017-11-21 13:44:18:494238,Current Word:,\rspd=70\  HEE
2017-11-21 13:44:21:131580,Current Word:,\rspd=70\ HEE!		
2017-11-21 13:44:21:131730,Robot Hand Pose: ,"x: 0.214068651199
y: 0.0844228714705
z: 0.27565997839
x: 0.0016641773982
y: 0.192304491997
z: -0.123395420611
w: 1.0"
2017-11-21 13:44:22:112416,Current Word:,\rspd=70\  That
2017-11-21 13:44:22:112138,Robot Hand Pose: ,"x: 0.20621496439
y: 0.112551823258
z: 0.254557013512
x: 0.0137205040082
y: 0.296218633652
z: 0.00917482282966
w: 1.0"
2017-11-21 13:44:23:234480,Robot Hand Pose: ,"x: 0.207837626338
y: 0.114424370229
z: 0.260060459375
x: 0.0110649457201
y: 0.269535452127
z: 0.0177893098444
w: 1.0"
2017-11-21 13:44:23:235360,Current Word:,\rspd=70\ silly
2017-11-21 13:44:24:418556,Robot Hand Pose: ,"x: 0.208771601319
y: 0.107468977571
z: 0.260820627213
x: 0.00385223771445
y: 0.265442967415
z: -0.0137464171275
w: 1.0"
2017-11-21 13:44:24:418786,Current Word:,\rspd=70\  young
2017-11-21 13:44:25:594268,Robot Hand Pose: ,"x: 0.208756893873
y: 0.0996432006359
z: 0.259193003178
x: 0.00248537305743
y: 0.27222314477
z: -0.0518212914467
w: 1.0"
2017-11-21 13:44:25:594747,Current Word:,\rspd=70\ owl
2017-11-21 13:44:26:732799,Robot Hand Pose: ,"x: 0.209261745214
y: 0.0920030921698
z: 0.260330915451
x: 0.0038563227281
y: 0.265808194876
z: -0.0885418877006
w: 1.0"
2017-11-21 13:44:26:733803,Current Word:,\rspd=70\ didn't
2017-11-21 13:44:27:871785,Robot Hand Pose: ,"x: 0.209425777197
y: 0.084004804492
z: 0.26067045331
x: 0.00343977613375
y: 0.263270497322
z: -0.126704916358
w: 1.0"
2017-11-21 13:44:27:872708,Current Word:,\rspd=70\ see
2017-11-21 13:44:29:012283,Current Word:,\rspd=70\ me
2017-11-21 13:44:29:012491,Robot Hand Pose: ,"x: 0.20944955945
y: 0.0760878920555
z: 0.262365758419
x: 0.00420749653131
y: 0.254287332296
z: -0.16454140842
w: 1.0"
2017-11-21 13:44:30:174449,Robot Hand Pose: ,"x: 0.208978906274
y: 0.0690829977393
z: 0.262224495411
x: 0.0052749873139
y: 0.254290163517
z: -0.19773593545
w: 1.0"
2017-11-21 13:44:30:175241,Current Word:,\rspd=70\ coming!		
2017-11-21 13:44:31:492683,Robot Hand Pose: ,"x: 0.201598569751
y: 0.113016061485
z: 0.243603140116
x: 0.0121714212
y: 0.350426793098
z: 0.0123924603686
w: 1.0"
2017-11-21 13:44:31:493465,Current Word:,\rspd=70\  My
2017-11-21 13:44:32:632574,Detected Cards: ,RED Card Detected
2017-11-21 13:44:32:730913,Robot Hand Pose: ,"x: 0.204301983118
y: 0.113325729966
z: 0.250519037247
x: 0.00897253490984
y: 0.316516071558
z: 0.0150166945532
w: 1.0"
2017-11-21 13:44:33:004099,Current State of Reading: ,Correcting Mode
2017-11-21 13:44:33:217334,Robot State:,Reaction Mode Started
2017-11-21 13:44:42:448470,Robot State:,Looking at The Book
2017-11-21 13:44:45:268409,Robot State:,Looking at The Book
2017-11-21 13:44:45:809226,Robot State:,Reaction Mode Ended
2017-11-21 13:44:46:046121,Current State of Reading: ,Waiting for Red-card
2017-11-21 13:44:47:622910,Robot State:,Reading Mode Started
2017-11-21 13:44:52:271131,Current Word:,\rspd=70\  HEE
2017-11-21 13:44:52:271312,Robot Hand Pose: ,"x: 0.207421168685
y: 0.105568364263
z: 0.257007986307
x: -0.00330533995293
y: 0.283800035715
z: -0.0227691233158
w: 1.0"
2017-11-21 13:44:54:911561,Robot Hand Pose: ,"x: 0.21359372139
y: 0.0844411402941
z: 0.275903254747
x: 0.00490364199504
y: 0.191670358181
z: -0.121231742203
w: 1.0"
2017-11-21 13:44:54:912339,Current Word:,\rspd=70\ HEE!		
2017-11-21 13:44:55:911224,Robot Hand Pose: ,"x: 0.206144556403
y: 0.11231405288
z: 0.25575876236
x: 0.0147785916924
y: 0.290733247995
z: 0.00946573540568
w: 1.0"
2017-11-21 13:44:55:911895,Current Word:,\rspd=70\  That
