*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*
2017-11-20 17:43:47:789812,Child Name:,Child Name
2017-11-20 17:43:47:798381,On or OFF:,Face Tracking is OFF
2017-11-20 17:43:48:467423,On or OFF:,Face Tracking is ON
2017-11-20 17:43:49:471287,Robot State:,Introduce Nao Started
2017-11-20 17:43:52:204131,Robot State:,Introduce Nao Ended
2017-11-20 17:43:52:877881,On or OFF:,Face Tracking is OFF
2017-11-20 17:43:53:887808,Robot State:,Looking at The Book
2017-11-20 17:43:54:816215,Robot State:,TaskONE Selected
2017-11-20 17:43:55:826122,Robot State:,Looking at The Book
2017-11-20 17:43:56:342855,Current State of Reading: ,False
2017-11-20 17:43:56:352221,Current State of Reading: ,Waiting for Red-card
2017-11-20 17:43:57:938062,Robot State:,Reading Mode Started
2017-11-20 17:44:02:551751,Robot Hand Pose: ,"x: 0.20508800447
y: 0.109520219266
z: 0.251478910446
x: 0.0179184768349
y: 0.31106108427
z: -0.00467178970575
w: 1.0"
2017-11-20 17:44:02:552838,Current Word:,\rspd=70\  HOOT
2017-11-20 17:44:05:250126,Current Word:,\rspd=70\ HOOT		
2017-11-20 17:44:05:249928,Robot Hand Pose: ,"x: 0.21264398098
y: 0.0886659026146
z: 0.271778583527
x: 0.00339987059124
y: 0.21129193902
z: -0.10111989826
w: 1.0"
2017-11-20 17:44:06:230266,Robot Hand Pose: ,"x: 0.203638136387
y: 0.114873580635
z: 0.249851331115
x: 0.0136055825278
y: 0.31992533803
z: 0.0247521921992
w: 1.0"
2017-11-20 17:44:06:230753,Current Word:,\rspd=70\  Don't
2017-11-20 17:44:07:489946,Current Word:,\rspd=70\ listen
2017-11-20 17:44:07:489727,Robot Hand Pose: ,"x: 0.20566752553
y: 0.116122931242
z: 0.255899965763
x: 0.0103000756353
y: 0.290532529354
z: 0.0302989427
w: 1.0"
2017-11-20 17:44:08:734572,Current Word:,\rspd=70\ to
2017-11-20 17:44:08:734723,Robot Hand Pose: ,"x: 0.206718280911
y: 0.108277976513
z: 0.256124585867
x: 0.00124186137691
y: 0.288372427225
z: -0.006658364553
w: 1.0"
2017-11-20 17:44:09:990426,Current Word:,\rspd=70\ that
2017-11-20 17:44:09:990803,Robot Hand Pose: ,"x: 0.207689106464
y: 0.10034276545
z: 0.257344186306
x: 0.00137165689375
y: 0.281450301409
z: -0.0451545119286
w: 1.0"
2017-11-20 17:44:11:204532,Detected Cards: ,YELLOW Card Detected
2017-11-20 17:44:11:249750,Robot Hand Pose: ,"x: 0.207880228758
y: 0.0904820784926
z: 0.257037341595
x: 0.00493004685268
y: 0.281698107719
z: -0.0930526182055
w: 1.0"
2017-11-20 17:44:12:116514,Current State of Reading: ,Repeat Wrong Mode
2017-11-20 17:44:12:222945,Current State of Reading: ,Waiting for Red-card
2017-11-20 17:44:13:926409,Robot State:,Looking at The Book
2017-11-20 17:44:15:963926,Robot State:,Reading Mode Started
