*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*
2017-11-20 11:17:44:264764,Child Name:,Child Name
2017-11-20 11:17:44:287645,On or OFF:,Face Tracking is OFF
2017-11-20 11:17:44:503528,On or OFF:,Face Tracking is ON
2017-11-20 11:17:45:505930,Robot State:,Introduce Nao Started
2017-11-20 11:18:01:772744,Robot State:,Introduce Nao Ended
2017-11-20 11:18:02:002749,On or OFF:,Face Tracking is OFF
2017-11-20 11:18:03:031890,Robot State:,Looking at The Book
2017-11-20 11:18:03:588772,Robot State:,TaskONE Selected
2017-11-20 11:18:04:613375,Robot State:,Looking at The Book
2017-11-20 11:18:06:728867,Robot State:,Reading Mode Started
2017-11-20 11:18:11:195666,Position: ,"x: 0.203802287579
y: 0.11027802527
z: 0.247182890773
x: 0.0171892363578
y: 0.332490026951
z: -0.00593831250444
w: 1.0"
2017-11-20 11:18:11:196655,Current Word:,\rspd=70\  HOOT
2017-11-20 11:18:14:314323,Position: ,"x: 0.210558027029
y: 0.0854159444571
z: 0.26334348321
x: 0.000687345978804
y: 0.250808686018
z: -0.120274849236
w: 1.0"
2017-11-20 11:18:14:314865,Current Word:,\rspd=70\ HOOT		
2017-11-20 11:18:15:396025,Position: ,"x: 0.200785890222
y: 0.118411853909
z: 0.242779165506
x: 0.0066193304956
y: 0.355773508549
z: 0.0389360561967
w: 1.0"
2017-11-20 11:18:15:396379,Current Word:,\rspd=70\  Don't
2017-11-20 11:18:16:755197,Position: ,"x: 0.202534034848
y: 0.119500301778
z: 0.247670665383
x: 0.00282160169445
y: 0.331380069256
z: 0.0441995449364
w: 1.0"
2017-11-20 11:18:16:755563,Current Word:,\rspd=70\ listen
2017-11-20 11:18:18:120900,Position: ,"x: 0.203898847103
y: 0.109298028052
z: 0.248037219048
x: -0.00233540148474
y: 0.328129857779
z: -0.00585252605379
w: 1.0"
2017-11-20 11:18:18:121562,Current Word:,\rspd=70\ to
2017-11-20 11:18:19:543614,Current Word:,\rspd=70\ that
2017-11-20 11:18:19:543132,Position: ,"x: 0.204542711377
y: 0.099081762135
z: 0.24752600491
x: 0.00275028287433
y: 0.329035282135
z: -0.0562963858247
w: 1.0"
2017-11-20 11:18:20:978045,Position: ,"x: 0.204736962914
y: 0.0883966311812
z: 0.247542411089
x: 0.00377705879509
y: 0.327172011137
z: -0.109679281712
w: 1.0"
2017-11-20 11:18:20:978540,Current Word:,\rspd=70\ tiny
2017-11-20 11:18:22:434764,Position: ,"x: 0.204624474049
y: 0.078539647162
z: 0.248061984777
x: 0.0056437747553
y: 0.32315865159
z: -0.158140838146
w: 1.0"
2017-11-20 11:18:22:435258,Current Word:,\rspd=70\ little
2017-11-20 11:18:23:855823,Position: ,"x: 0.204278245568
y: 0.0690919682384
z: 0.249004542828
x: 0.0115355988964
y: 0.317092567682
z: -0.204869121313
w: 1.0"
2017-11-20 11:18:23:856120,Current Word:,\rspd=70\  rabbit 			
2017-11-20 11:18:25:360821,Position: ,"x: 0.194368124008
y: 0.122194796801
z: 0.23068010807
x: 0.00629358831793
y: 0.418116629124
z: 0.0600307658315
w: 1.0"
2017-11-20 11:18:25:361465,Current Word:,\rspd=70\  I am
2017-11-20 11:18:26:574087,Position: ,"x: 0.196865469217
y: 0.12295781076
z: 0.236098185182
x: 0.00141738774255
y: 0.390299290419
z: 0.0633426234126
w: 1.0"
2017-11-20 11:18:26:574379,Current Word:,\rspd=70\ the
2017-11-20 11:18:27:795164,Position: ,"x: 0.197715625167
y: 0.116187959909
z: 0.235592111945
x: -0.000914905394893
y: 0.391641795635
z: 0.0287264846265
w: 1.0"
2017-11-20 11:18:27:796734,Current Word:,\rspd=70\ wisest
2017-11-20 11:18:29:013055,Position: ,"x: 0.198723271489
y: 0.108021400869
z: 0.235694438219
x: 0.00182037055492
y: 0.389624625444
z: -0.0127534270287
w: 1.0"
2017-11-20 11:18:29:013405,Current Word:,\rspd=70\ and
2017-11-20 11:18:30:214321,Current Word:,\rspd=70\ bravest
2017-11-20 11:18:30:214132,Position: ,"x: 0.199049755931
y: 0.0989524647593
z: 0.234947606921
x: 0.00374834774993
y: 0.391597360373
z: -0.0592734366655
w: 1.0"
2017-11-20 11:18:31:414429,Position: ,"x: 0.199806138873
y: 0.0907349288464
z: 0.235861152411
x: 0.00545228319243
y: 0.38548707962
z: -0.100646905601
w: 1.0"
2017-11-20 11:18:31:415203,Current Word:,\rspd=70\  snake
2017-11-20 11:18:32:634749,Position: ,"x: 0.199660941958
y: 0.0826493427157
z: 0.236034482718
x: 0.0113262208179
y: 0.383004188538
z: -0.142009809613
w: 1.0"
2017-11-20 11:18:32:634930,Current Word:,\rspd=70\ in
2017-11-20 11:18:33:854245,Position: ,"x: 0.199458733201
y: 0.0747208148241
z: 0.236367434263
x: 0.014151532203
y: 0.380035191774
z: -0.181474149227
w: 1.0"
2017-11-20 11:18:33:854855,Current Word:,\rspd=70\ the
2017-11-20 11:18:35:096573,Position: ,"x: 0.198714956641
y: 0.0663237497211
z: 0.236692667007
x: 0.0164524074644
y: 0.376700669527
z: -0.224456489086
w: 1.0"
2017-11-20 11:18:35:097307,Current Word:,\rspd=70\ skies.
2017-11-20 11:18:36:513642,Robot State:,Looking at The Book
2017-11-20 11:18:40:331744,Robot State:,Looking at The Book
