*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*
2017-11-20 18:42:45:448260,Child Name:,Child Name
2017-11-20 18:42:45:455905,On or OFF:,Face Tracking is OFF
2017-11-20 18:42:46:144017,On or OFF:,Face Tracking is ON
2017-11-20 18:42:47:147938,Robot State:,Introduce Nao Started
2017-11-20 18:42:49:659265,Robot State:,Introduce Nao Ended
2017-11-20 18:42:49:858581,On or OFF:,Face Tracking is OFF
2017-11-20 18:42:50:893721,Robot State:,Looking at The Book
2017-11-20 18:42:51:560253,Robot State:,TaskONE Selected
2017-11-20 18:42:52:574841,Robot State:,Looking at The Book
2017-11-20 18:42:53:091459,Current State of Reading: ,False
2017-11-20 18:42:53:099801,Current State of Reading: ,Waiting for Red-card
2017-11-20 18:42:54:692252,Robot State:,Reading Mode Started
2017-11-20 18:42:59:337410,Robot Hand Pose: ,"x: 0.206580474973
y: 0.108504153788
z: 0.25559335947
x: 0.0207903329283
y: 0.290913283825
z: -0.0114895459265
w: 1.0"
2017-11-20 18:42:59:338338,Current Word:,\rspd=70\  HEE
2017-11-20 18:43:02:082398,Robot Hand Pose: ,"x: 0.213725417852
y: 0.0868922173977
z: 0.276390910149
x: 0.00537869846448
y: 0.189505249262
z: -0.110596477985
w: 1.0"
2017-11-20 18:43:02:082928,Current Word:,\rspd=70\ HEE!		
2017-11-20 18:43:03:095928,Current Word:,\rspd=70\  That
2017-11-20 18:43:03:095755,Robot Hand Pose: ,"x: 0.205831184983
y: 0.115236222744
z: 0.256232142448
x: 0.0142966005951
y: 0.288775622845
z: 0.0237601064146
w: 1.0"
2017-11-20 18:43:04:258043,Current Word:,\rspd=70\ silly
2017-11-20 18:43:04:258650,Robot Hand Pose: ,"x: 0.206248223782
y: 0.117093712091
z: 0.258238911629
x: 0.012203225866
y: 0.279279172421
z: 0.0330048911273
w: 1.0"
2017-11-20 18:43:05:457187,Robot Hand Pose: ,"x: 0.208293706179
y: 0.110343113542
z: 0.261605918407
x: 0.00491686863825
y: 0.262136012316
z: 0.000638133496977
w: 1.0"
2017-11-20 18:43:05:457737,Current Word:,\rspd=70\  young
2017-11-20 18:43:06:659630,Robot Hand Pose: ,"x: 0.208850711584
y: 0.102078907192
z: 0.261363863945
x: 0.00384662905708
y: 0.262336373329
z: -0.0390634872019
w: 1.0"
2017-11-20 18:43:06:660185,Current Word:,\rspd=70\ owl
2017-11-20 18:43:07:837599,Robot Hand Pose: ,"x: 0.20928311348
y: 0.0938464850187
z: 0.261304289103
x: 0.00580799905583
y: 0.261650174856
z: -0.0788544714451
w: 1.0"
2017-11-20 18:43:07:838870,Current Word:,\rspd=70\ didn't
2017-11-20 18:43:09:036229,Current Word:,\rspd=70\ see
2017-11-20 18:43:09:036487,Robot Hand Pose: ,"x: 0.209066972136
y: 0.0859083235264
z: 0.261572957039
x: 0.00703286612406
y: 0.259478569031
z: -0.116868630052
w: 1.0"
2017-11-20 18:43:10:221436,Robot Hand Pose: ,"x: 0.2091794312
y: 0.0782575830817
z: 0.262457549572
x: 0.00769747095183
y: 0.254418671131
z: -0.153277754784
w: 1.0"
2017-11-20 18:43:10:222151,Current Word:,\rspd=70\ me
2017-11-20 18:43:11:436233,Robot Hand Pose: ,"x: 0.208827018738
y: 0.070355027914
z: 0.263030141592
x: 0.00777832139283
y: 0.250711023808
z: -0.191268354654
w: 1.0"
2017-11-20 18:43:11:436697,Current Word:,\rspd=70\ coming!		
2017-11-20 18:43:12:777340,Robot Hand Pose: ,"x: 0.20016515255
y: 0.115527309477
z: 0.242440402508
x: 0.0146470153704
y: 0.357064008713
z: 0.0260576792061
w: 1.0"
2017-11-20 18:43:12:777705,Current Word:,\rspd=70\  My
2017-11-20 18:43:14:075521,Current Word:,\rspd=70\ dad
2017-11-20 18:43:14:075388,Robot Hand Pose: ,"x: 0.203330233693
y: 0.116280406713
z: 0.250163316727
x: 0.0121289081872
y: 0.318804264069
z: 0.0296000316739
w: 1.0"
