*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*
2017-11-20 18:21:46:905307,Child Name:,Child Name
2017-11-20 18:21:46:908959,On or OFF:,Face Tracking is OFF
2017-11-20 18:21:47:864680,On or OFF:,Face Tracking is ON
2017-11-20 18:21:48:866336,Robot State:,Introduce Nao Started
2017-11-20 18:21:51:878166,Robot State:,Introduce Nao Ended
2017-11-20 18:21:52:480505,On or OFF:,Face Tracking is OFF
2017-11-20 18:21:53:494103,Robot State:,Looking at The Book
2017-11-20 18:21:54:356168,Robot State:,TaskONE Selected
2017-11-20 18:21:55:373234,Robot State:,Looking at The Book
2017-11-20 18:21:55:891644,Current State of Reading: ,False
2017-11-20 18:21:55:902801,Current State of Reading: ,Waiting for Red-card
2017-11-20 18:21:57:699159,Robot State:,Reading Mode Started
2017-11-20 18:22:02:400880,Robot Hand Pose: ,"x: 0.205045387149
y: 0.107953578234
z: 0.251078248024
x: 0.0200640261173
y: 0.312844961882
z: -0.012623003684
w: 1.0"
2017-11-20 18:22:02:401258,Current Word:,\rspd=70\  HOOT
2017-11-20 18:22:05:094734,Robot Hand Pose: ,"x: 0.212005212903
y: 0.0863307714462
z: 0.269934982061
x: 0.00191284844186
y: 0.219774261117
z: -0.111975796521
w: 1.0"
2017-11-20 18:22:05:095421,Current Word:,\rspd=70\ HOOT		
2017-11-20 18:22:06:076331,Current Word:,\rspd=70\  Don't
2017-11-20 18:22:06:076568,Robot Hand Pose: ,"x: 0.204862728715
y: 0.113015159965
z: 0.252552419901
x: 0.011785492301
y: 0.306344181299
z: 0.0146721033379
w: 1.0"
2017-11-20 18:22:07:356615,Robot Hand Pose: ,"x: 0.206153437495
y: 0.115135617554
z: 0.256782710552
x: 0.0118138417602
y: 0.286077141762
z: 0.0252704396844
w: 1.0"
2017-11-20 18:22:07:356345,Current Word:,\rspd=70\ listen
2017-11-20 18:22:08:615863,Robot Hand Pose: ,"x: 0.206871211529
y: 0.106820985675
z: 0.256353497505
x: 0.00197041104548
y: 0.287071794271
z: -0.0147116947919
w: 1.0"
2017-11-20 18:22:08:616102,Current Word:,\rspd=70\ to
2017-11-20 18:22:09:875651,Robot Hand Pose: ,"x: 0.208151340485
y: 0.0985371246934
z: 0.258236259222
x: 0.00511214789003
y: 0.276936948299
z: -0.0547788403928
w: 1.0"
2017-11-20 18:22:09:876442,Current Word:,\rspd=70\ that
2017-11-20 18:22:11:118597,Robot Hand Pose: ,"x: 0.207496166229
y: 0.0890547409654
z: 0.256074517965
x: 0.00519306538627
y: 0.286121100187
z: -0.101084440947
w: 1.0"
2017-11-20 18:22:11:119228,Current Word:,\rspd=70\ tiny
2017-11-20 18:22:12:374089,Robot Hand Pose: ,"x: 0.207853958011
y: 0.0811063721776
z: 0.257590979338
x: 0.0043741944246
y: 0.277720957994
z: -0.139493867755
w: 1.0"
2017-11-20 18:22:12:374334,Current Word:,\rspd=70\ little
2017-11-20 18:22:13:655373,Robot Hand Pose: ,"x: 0.207365885377
y: 0.0721361786127
z: 0.257855594158
x: 0.00558377383277
y: 0.275507867336
z: -0.182320058346
w: 1.0"
2017-11-20 18:22:13:656268,Current Word:,\rspd=70\  rabbit 			
2017-11-20 18:22:14:994824,Robot Hand Pose: ,"x: 0.200099796057
y: 0.115780308843
z: 0.242111831903
x: 0.0114545021206
y: 0.358707040548
z: 0.0294618327171
w: 1.0"
2017-11-20 18:22:14:995845,Current Word:,\rspd=70\  I am
2017-11-20 18:22:16:095778,Current Word:,\rspd=70\ the
2017-11-20 18:22:16:096007,Robot Hand Pose: ,"x: 0.199202552438
y: 0.11744864285
z: 0.240272819996
x: 0.00839366018772
y: 0.368159741163
z: 0.0379083752632
w: 1.0"
2017-11-20 18:22:17:181321,Current Word:,\rspd=70\ wisest
2017-11-20 18:22:17:181044,Robot Hand Pose: ,"x: 0.199664920568
y: 0.112446047366
z: 0.240312814713
x: 0.00115386990365
y: 0.367164045572
z: 0.0133145041764
w: 1.0"
2017-11-20 18:22:18:275019,Robot Hand Pose: ,"x: 0.2003723979
y: 0.105278126895
z: 0.239857167006
x: 0.00018092339451
y: 0.368133991957
z: -0.0229764208198
w: 1.0"
2017-11-20 18:22:18:275936,Current Word:,\rspd=70\ and
2017-11-20 18:22:19:406822,Robot Hand Pose: ,"x: 0.200638100505
y: 0.0981166884303
z: 0.239580139518
x: 0.000905927328859
y: 0.368274152279
z: -0.0590476281941
w: 1.0"
2017-11-20 18:22:19:407452,Current Word:,\rspd=70\ bravest
2017-11-20 18:22:20:495074,Robot Hand Pose: ,"x: 0.200786709785
y: 0.0902001708746
z: 0.23933082819
x: 0.000420693279011
y: 0.368152499199
z: -0.0985867753625
w: 1.0"
2017-11-20 18:22:20:495567,Current Word:,\rspd=70\  snake
2017-11-20 18:22:21:574999,Robot Hand Pose: ,"x: 0.200511813164
y: 0.0833496674895
z: 0.239224970341
x: 0.000154852852575
y: 0.367463886738
z: -0.13308532536
w: 1.0"
2017-11-20 18:22:21:575174,Current Word:,\rspd=70\ in
2017-11-20 18:22:22:108381,Detected Cards: ,RED Card Detected
2017-11-20 18:22:22:152644,Current State of Reading: ,Correcting Mode
2017-11-20 18:22:22:164823,Robot State:,Reaction Mode Started
2017-11-20 18:22:22:316577,Detected Cards: ,RED Card Detected
2017-11-20 18:22:31:510650,Robot State:,Looking at The Book
2017-11-20 18:22:34:093256,Robot State:,Looking at The Book
2017-11-20 18:22:34:654961,Robot State:,Reaction Mode Ended
2017-11-20 18:22:34:894255,Current State of Reading: ,Waiting for Red-card
2017-11-20 18:22:36:491850,Robot State:,Reading Mode Started
2017-11-20 18:22:41:221017,Robot Hand Pose: ,"x: 0.205407828093
y: 0.108067415655
z: 0.252015829086
x: 0.0175427887589
y: 0.308240830898
z: -0.0111116897315
w: 1.0"
2017-11-20 18:22:41:221583,Current Word:,\rspd=70\  HOOT
2017-11-20 18:22:43:902208,Robot Hand Pose: ,"x: 0.212595954537
y: 0.086916692555
z: 0.271421074867
x: 0.00181587506086
y: 0.212866485119
z: -0.108966507018
w: 1.0"
2017-11-20 18:22:43:903240,Current Word:,\rspd=70\ HOOT		
2017-11-20 18:22:44:861447,Robot Hand Pose: ,"x: 0.204693973064
y: 0.113423638046
z: 0.252252876759
x: 0.015240537934
y: 0.307856500149
z: 0.0162893012166
w: 1.0"
2017-11-20 18:22:44:863090,Current Word:,\rspd=70\  Don't
2017-11-20 18:22:46:102542,Robot Hand Pose: ,"x: 0.205843299627
y: 0.114875264466
z: 0.255816072226
x: 0.0128870634362
y: 0.29070904851
z: 0.0237870980054
w: 1.0"
2017-11-20 18:22:46:103086,Current Word:,\rspd=70\ listen
2017-11-20 18:22:47:344177,Robot Hand Pose: ,"x: 0.206831812859
y: 0.107201933861
z: 0.256772905588
x: 0.00234068883583
y: 0.285047739744
z: -0.0130698410794
w: 1.0"
2017-11-20 18:22:47:344879,Current Word:,\rspd=70\ to
2017-11-20 18:22:48:600437,Current Word:,\rspd=70\ that
2017-11-20 18:22:48:600299,Robot Hand Pose: ,"x: 0.207501500845
y: 0.098274640739
z: 0.257503598928
x: 0.00594004662707
y: 0.280430555344
z: -0.0562985241413
w: 1.0"
2017-11-20 18:22:49:863610,Robot Hand Pose: ,"x: 0.207423895597
y: 0.0892751663923
z: 0.256689399481
x: 0.00471528945491
y: 0.283330768347
z: -0.0993873998523
w: 1.0"
2017-11-20 18:22:49:864104,Current Word:,\rspd=70\ tiny
2017-11-20 18:22:51:123262,Robot Hand Pose: ,"x: 0.20714853704
y: 0.0807092636824
z: 0.256568580866
x: 0.0037494727876
y: 0.282782554626
z: -0.140948817134
w: 1.0"
2017-11-20 18:22:51:124525,Current Word:,\rspd=70\ little
2017-11-20 18:22:52:382932,Robot Hand Pose: ,"x: 0.206827402115
y: 0.0721554905176
z: 0.257141053677
x: 0.00652976939455
y: 0.278955072165
z: -0.182389825583
w: 1.0"
2017-11-20 18:22:52:385271,Current Word:,\rspd=70\ mouse  			
2017-11-20 18:22:53:704674,Robot Hand Pose: ,"x: 0.199840098619
y: 0.11549385637
z: 0.24190568924
x: 0.0107184164226
y: 0.359634518623
z: 0.027790280059
w: 1.0"
2017-11-20 18:22:53:706082,Current Word:,\rspd=70\  I am
2017-11-20 18:22:54:800840,Robot Hand Pose: ,"x: 0.199118763208
y: 0.117138370872
z: 0.24078668654
x: 0.00906110368669
y: 0.365478694439
z: 0.0361555963755
w: 1.0"
2017-11-20 18:22:54:802362,Current Word:,\rspd=70\ the
2017-11-20 18:22:55:881404,Robot Hand Pose: ,"x: 0.199618652463
y: 0.112109199166
z: 0.240486234426
x: 0.00214278954081
y: 0.366273373365
z: 0.0116645237431
w: 1.0"
2017-11-20 18:22:55:881666,Current Word:,\rspd=70\ wisest
2017-11-20 18:22:56:982118,Robot Hand Pose: ,"x: 0.200131848454
y: 0.104981333017
z: 0.240077912807
x: 0.000952310103457
y: 0.36692455411
z: -0.024654077366
w: 1.0"
2017-11-20 18:22:56:982866,Current Word:,\rspd=70\ and
2017-11-20 18:22:58:083250,Current Word:,\rspd=70\ bravest
2017-11-20 18:22:58:083062,Robot Hand Pose: ,"x: 0.200438827276
y: 0.0980485603213
z: 0.239798471332
x: 0.00118616619147
y: 0.367275893688
z: -0.0590301826596
w: 1.0"
2017-11-20 18:22:59:181239,Current Word:,\rspd=70\ bird 
