*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*
2017-11-27 14:25:31:462699,Child Name:,Child Name
2017-11-27 14:25:31:473164,On or OFF:,Face Tracking is OFF
2017-11-27 14:25:32:227287,On or OFF:,Face Tracking is ON
2017-11-27 14:25:33:231068,Robot State:,Introduce Nao Started
2017-11-27 14:25:35:912471,Robot State:,Introduce Nao Ended
2017-11-27 14:25:36:404804,On or OFF:,Face Tracking is OFF
2017-11-27 14:25:37:417503,Robot State:,Looking at The Book
2017-11-27 14:25:38:033719,Robot State:,TaskONE Selected
2017-11-27 14:25:39:058784,Robot State:,Looking at The Book
2017-11-27 14:25:39:569559,Current State of Reading: ,False
2017-11-27 14:25:39:574013,Current State of Reading: ,Waiting for Red-card
2017-11-27 14:25:41:145668,Robot State:,Reading Mode Started
2017-11-27 14:25:45:862151,Robot Hand Pose: ,"x: 0.202732533216
y: 0.0382030159235
z: 0.259111076593
x: 0.00256469403394
y: 0.264682948589
z: -0.353997409344
w: 1.0"
2017-11-27 14:25:45:862679,Current Word:,\rspd=70\  BOO!
2017-11-27 14:25:47:296552,Robot State:,Looking at The Book
2017-11-27 14:25:50:597724,Robot State:,Looking at The Book
