*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*
2017-11-20 17:40:06:369478,Child Name:,Child Name
2017-11-20 17:40:06:373313,On or OFF:,Face Tracking is OFF
2017-11-20 17:40:06:953002,On or OFF:,Face Tracking is ON
2017-11-20 17:40:07:956992,Robot State:,Introduce Nao Started
2017-11-20 17:40:10:802513,Robot State:,Introduce Nao Ended
2017-11-20 17:40:11:009997,On or OFF:,Face Tracking is OFF
2017-11-20 17:40:12:017326,Robot State:,Looking at The Book
2017-11-20 17:40:12:918908,Robot State:,TaskONE Selected
2017-11-20 17:40:13:937951,Robot State:,Looking at The Book
2017-11-20 17:40:14:469645,Current State of Reading: ,False
2017-11-20 17:40:14:478198,Current State of Reading: ,Waiting for Red-card
2017-11-20 17:40:17:956983,Robot State:,Reading Mode Started
2017-11-20 17:40:22:562174,Robot Hand Pose: ,"x: 0.205930069089
y: 0.108148477972
z: 0.253312587738
x: 0.0183793958277
y: 0.301959812641
z: -0.00978124793619
w: 1.0"
2017-11-20 17:40:22:562808,Current Word:,\rspd=70\  HOOT
2017-11-20 17:40:25:220975,Robot Hand Pose: ,"x: 0.212514013052
y: 0.0869837328792
z: 0.271143615246
x: 0.00300638284534
y: 0.214161336422
z: -0.108951538801
w: 1.0"
2017-11-20 17:40:25:221520,Current Word:,\rspd=70\ HOOT		
2017-11-20 17:40:26:201204,Current Word:,\rspd=70\  Don't
2017-11-20 17:40:26:200763,Robot Hand Pose: ,"x: 0.204515293241
y: 0.112764962018
z: 0.251581817865
x: 0.0158029682934
y: 0.311086207628
z: 0.0131523935124
w: 1.0"
2017-11-20 17:40:27:439077,Current Word:,\rspd=70\ listen
2017-11-20 17:40:27:438900,Robot Hand Pose: ,"x: 0.206073507667
y: 0.1148166731
z: 0.256443798542
x: 0.0129843233153
y: 0.287742912769
z: 0.023739123717
w: 1.0"
2017-11-20 17:40:28:680054,Robot Hand Pose: ,"x: 0.206878364086
y: 0.106827825308
z: 0.256002962589
x: 0.00193475442939
y: 0.288780122995
z: -0.0146780805662
w: 1.0"
2017-11-20 17:40:28:680377,Current Word:,\rspd=70\ to
2017-11-20 17:40:29:941745,Robot Hand Pose: ,"x: 0.207761436701
y: 0.0984141305089
z: 0.2569681108
x: 0.00476776342839
y: 0.28306299448
z: -0.0549445338547
w: 1.0"
2017-11-20 17:40:29:942882,Current Word:,\rspd=70\ that
2017-11-20 17:40:31:180094,Robot Hand Pose: ,"x: 0.208084315062
y: 0.089301481843
z: 0.257328480482
x: 0.00320119038224
y: 0.280122935772
z: -0.0995251461864
w: 1.0"
2017-11-20 17:40:31:181106,Current Word:,\rspd=70\ tiny
