*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*
2017-11-20 15:08:40:375652,Child Name:,Child Name
2017-11-20 15:08:40:414730,On or OFF:,Face Tracking is OFF
2017-11-20 15:08:41:337161,On or OFF:,Face Tracking is ON
2017-11-20 15:08:42:340953,Robot State:,Introduce Nao Started
2017-11-20 15:09:09:170816,Robot State:,Introduce Nao Ended
2017-11-20 15:09:09:705481,On or OFF:,Face Tracking is OFF
2017-11-20 15:09:10:719759,Robot State:,Looking at The Book
2017-11-20 15:09:11:431982,Robot State:,TaskONE Selected
2017-11-20 15:09:12:440632,Robot State:,Looking at The Book
2017-11-20 15:09:14:555233,Robot State:,Reading Mode Started
2017-11-20 15:09:19:024420,Position: ,"x: 0.203244999051
y: 0.0957064777613
z: 0.242523223162
x: 0.00935593061149
y: 0.352710306644
z: -0.0791923254728
w: 1.0"
2017-11-20 15:09:19:025329,Current Word:,\rspd=70\  HOOT
2017-11-20 15:09:22:123278,Current Word:,\rspd=70\ HOOT		
2017-11-20 15:09:22:122931,Position: ,"x: 0.210604965687
y: 0.0714944973588
z: 0.264185875654
x: -0.00498519651592
y: 0.244943216443
z: -0.188299179077
w: 1.0"
2017-11-20 15:09:22:313933,Detected Cards: ,YELLOW Card Detected
2017-11-20 15:09:24:838890,Robot State:,Looking at The Book
