*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*
2017-11-20 18:09:38:709930,Child Name:,Child Name
2017-11-20 18:09:38:715889,On or OFF:,Face Tracking is OFF
2017-11-20 18:09:39:388255,On or OFF:,Face Tracking is ON
2017-11-20 18:09:40:391319,Robot State:,Introduce Nao Started
2017-11-20 18:09:43:366986,Robot State:,Introduce Nao Ended
2017-11-20 18:09:43:935928,On or OFF:,Face Tracking is OFF
2017-11-20 18:09:44:955340,Robot State:,Looking at The Book
2017-11-20 18:09:46:059975,Robot State:,TaskONE Selected
2017-11-20 18:09:47:074022,Robot State:,Looking at The Book
2017-11-20 18:09:47:590725,Current State of Reading: ,False
2017-11-20 18:09:47:598935,Current State of Reading: ,Waiting for Red-card
2017-11-20 18:09:49:485694,Robot State:,Reading Mode Started
2017-11-20 18:09:54:078644,Current Word:,\rspd=70\  HOOT
2017-11-20 18:09:54:078848,Robot Hand Pose: ,"x: 0.205682322383
y: 0.108227424324
z: 0.252650350332
x: 0.0196070503443
y: 0.305137336254
z: -0.00962630938739
w: 1.0"
2017-11-20 18:09:56:701763,Robot Hand Pose: ,"x: 0.212009653449
y: 0.0859531164169
z: 0.270061820745
x: 0.00331994192675
y: 0.219220221043
z: -0.113575570285
w: 1.0"
2017-11-20 18:09:56:702343,Current Word:,\rspd=70\ HOOT		
2017-11-20 18:09:57:677917,Robot Hand Pose: ,"x: 0.204848662019
y: 0.113057926297
z: 0.252176403999
x: 0.0132238855585
y: 0.30822327733
z: 0.0146313058212
w: 1.0"
2017-11-20 18:09:57:678693,Current Word:,\rspd=70\  Don't
2017-11-20 18:09:58:896416,Robot Hand Pose: ,"x: 0.206778466702
y: 0.114120841026
z: 0.258322179317
x: 0.0101869637147
y: 0.278422236443
z: 0.0201995484531
w: 1.0"
2017-11-20 18:09:58:897206,Current Word:,\rspd=70\ listen
2017-11-20 18:10:00:138799,Robot Hand Pose: ,"x: 0.207306280732
y: 0.106735706329
z: 0.258046060801
x: 0.00226658955216
y: 0.278926551342
z: -0.0148382661864
w: 1.0"
2017-11-20 18:10:00:139326,Current Word:,\rspd=70\ to
2017-11-20 18:10:01:418643,Current Word:,\rspd=70\ that
2017-11-20 18:10:01:418236,Robot Hand Pose: ,"x: 0.207835614681
y: 0.0978938117623
z: 0.258020937443
x: 0.00571989966556
y: 0.277906239033
z: -0.057957816869
w: 1.0"
2017-11-20 18:10:02:679000,Robot Hand Pose: ,"x: 0.207586839795
y: 0.0890403464437
z: 0.256806969643
x: 0.00380273372866
y: 0.282522410154
z: -0.101137235761
w: 1.0"
2017-11-20 18:10:02:679360,Current Word:,\rspd=70\ tiny
2017-11-20 18:10:03:937331,Current Word:,\rspd=70\ little
2017-11-20 18:10:03:937570,Robot Hand Pose: ,"x: 0.207326516509
y: 0.0807761177421
z: 0.25713327527
x: 0.00390715384856
y: 0.279990673065
z: -0.140919178724
w: 1.0"
2017-11-20 18:10:05:203566,Robot Hand Pose: ,"x: 0.207158237696
y: 0.072474963963
z: 0.257269263268
x: 0.00546983722597
y: 0.278344154358
z: -0.180861622095
w: 1.0"
2017-11-20 18:10:05:205876,Current Word:,\rspd=70\  rabbit 			
2017-11-20 18:10:06:516835,Current Word:,\rspd=70\  I am
2017-11-20 18:10:06:517147,Robot Hand Pose: ,"x: 0.199924781919
y: 0.115138739347
z: 0.241437882185
x: 0.011972527951
y: 0.361995100975
z: 0.0263176616281
w: 1.0"
2017-11-20 18:10:07:595337,Current Word:,\rspd=70\ the
2017-11-20 18:10:07:595408,Robot Hand Pose: ,"x: 0.200014039874
y: 0.116736643016
z: 0.242162853479
x: 0.0101394550875
y: 0.358621627092
z: 0.0343845151365
w: 1.0"
2017-11-20 18:10:08:675626,Robot Hand Pose: ,"x: 0.200365841389
y: 0.111832760274
z: 0.241816490889
x: 0.00270850001834
y: 0.3594199121
z: 0.00970864947885
w: 1.0"
2017-11-20 18:10:08:676173,Current Word:,\rspd=70\ wisest
2017-11-20 18:10:09:757620,Robot Hand Pose: ,"x: 0.200893267989
y: 0.104585818946
z: 0.241556823254
x: 0.000827123585623
y: 0.359551131725
z: -0.0263201761991
w: 1.0"
2017-11-20 18:10:09:758161,Current Word:,\rspd=70\ and
2017-11-20 18:10:10:835834,Robot Hand Pose: ,"x: 0.201101377606
y: 0.0977772250772
z: 0.241230905056
x: 0.00232280418277
y: 0.359969496727
z: -0.0607346147299
w: 1.0"
2017-11-20 18:10:10:836027,Current Word:,\rspd=70\ bravest
2017-11-20 18:10:11:956616,Robot Hand Pose: ,"x: 0.201377615333
y: 0.0904373154044
z: 0.241270303726
x: 0.0023924135603
y: 0.358703881502
z: -0.0966969430447
w: 1.0"
2017-11-20 18:10:11:958077,Current Word:,\rspd=70\  snake
2017-11-20 18:10:13:055615,Robot Hand Pose: ,"x: 0.201104670763
y: 0.0829638615251
z: 0.24124340713
x: 0.0027740818914
y: 0.357542157173
z: -0.134392678738
w: 1.0"
2017-11-20 18:10:13:055727,Current Word:,\rspd=70\ in
2017-11-20 18:10:13:433383,Detected Cards: ,RED Card Detected
2017-11-20 18:10:14:851943,Current State of Reading: ,Correcting Mode
2017-11-20 18:10:14:867518,Robot State:,Reaction Mode Started
2017-11-20 18:10:22:594750,Robot State:,Looking at The Book
2017-11-20 18:10:27:313126,Robot State:,Looking at The Book
2017-11-20 18:10:27:865171,Robot State:,Reaction Mode Ended
2017-11-20 18:10:28:107881,Current State of Reading: ,Waiting for Red-card
2017-11-20 18:10:29:683273,Robot State:,Reading Mode Started
