*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*
2017-11-20 18:48:17:291460,Child Name:,Child Name
2017-11-20 18:48:17:295405,On or OFF:,Face Tracking is OFF
2017-11-20 18:48:17:934963,On or OFF:,Face Tracking is ON
2017-11-20 18:48:18:938000,Robot State:,Introduce Nao Started
2017-11-20 18:48:22:565346,Robot State:,Introduce Nao Ended
2017-11-20 18:48:22:822031,On or OFF:,Face Tracking is OFF
2017-11-20 18:48:23:844690,Robot State:,Looking at The Book
2017-11-20 18:48:24:468439,Robot State:,TaskONE Selected
2017-11-20 18:48:25:484665,Robot State:,Looking at The Book
2017-11-20 18:48:25:996020,Current State of Reading: ,False
2017-11-20 18:48:26:000623,Current State of Reading: ,Waiting for Red-card
2017-11-20 18:48:27:686696,Robot State:,Reading Mode Started
2017-11-20 18:48:32:370586,Current Word:,\rspd=70\  HEE
2017-11-20 18:48:32:371986,Robot Hand Pose: ,"x: 0.206398785114
y: 0.108207441866
z: 0.255315274
x: 0.0185120571405
y: 0.292090594769
z: -0.0132086668164
w: 1.0"
2017-11-20 18:48:35:108640,Current Word:,\rspd=70\ HEE!		
2017-11-20 18:48:35:107906,Robot Hand Pose: ,"x: 0.213613763452
y: 0.0861534029245
z: 0.276142448187
x: 0.00654320372269
y: 0.190706476569
z: -0.113654956222
w: 1.0"
2017-11-20 18:48:36:117410,Robot Hand Pose: ,"x: 0.204966470599
y: 0.114937894046
z: 0.254059821367
x: 0.0155712878332
y: 0.299383968115
z: 0.0224281903356
w: 1.0"
2017-11-20 18:48:36:118415,Current Word:,\rspd=70\  That
2017-11-20 18:48:37:268056,Robot Hand Pose: ,"x: 0.206932842731
y: 0.116860993207
z: 0.260048300028
x: 0.0141516067088
y: 0.27034920454
z: 0.031046865508
w: 1.0"
2017-11-20 18:48:37:269678,Current Word:,\rspd=70\ silly
2017-11-20 18:48:38:489854,Current Word:,\rspd=70\  young
2017-11-20 18:48:38:490319,Robot Hand Pose: ,"x: 0.20785202086
y: 0.109730966389
z: 0.260385274887
x: 0.00563855981454
y: 0.268009543419
z: -0.00233379472047
w: 1.0"
2017-11-20 18:48:39:687129,Robot Hand Pose: ,"x: 0.208567470312
y: 0.101905658841
z: 0.260583758354
x: -0.000559113977943
y: 0.265775024891
z: -0.0407500751317
w: 1.0"
2017-11-20 18:48:39:687715,Current Word:,\rspd=70\ owl
2017-11-20 18:48:40:907901,Robot Hand Pose: ,"x: 0.209170088172
y: 0.093900822103
z: 0.261354148388
x: 0.0056695882231
y: 0.261361330748
z: -0.078838981688
w: 1.0"
2017-11-20 18:48:40:908326,Current Word:,\rspd=70\ didn't
2017-11-20 18:48:42:107409,Robot Hand Pose: ,"x: 0.209403544664
y: 0.086551874876
z: 0.261799991131
x: 0.00803328957409
y: 0.258486509323
z: -0.11368085444
w: 1.0"
2017-11-20 18:48:42:109272,Current Word:,\rspd=70\ see
