*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*
2017-11-30 19:28:03:823213,Child Name:,test
2017-11-30 19:29:07:692447,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:07:692378,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:07:792359,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:07:792528,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:07:792581,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:07:907336,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:07:908464,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:07:908601,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:08:009317,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:08:010456,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:08:010669,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:08:097079,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:08:097476,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:08:097627,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:08:207409,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:08:208410,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:08:208314,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:08:308516,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:08:309796,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:08:311602,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:08:400574,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:08:401445,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:08:401566,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:08:493045,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:08:493540,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:08:493663,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:08:592343,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:08:592524,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:08:592678,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:08:713222,Detected Buttons: ,RED Button Detected
2017-11-30 19:29:08:715860,Detected Buttons: ,RED Button Detected
2017-11-30 19:29:08:715580,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:08:718330,Detected Buttons: ,RED Button Detected
2017-11-30 19:29:08:717861,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:08:718443,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:08:719021,Detected Buttons: ,RED Button Detected
2017-11-30 19:29:08:791660,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:08:792114,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:08:792248,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:08:835935,Detected Buttons: ,RED Button Detected
2017-11-30 19:29:08:907058,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:08:907840,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:08:907924,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:09:010601,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:09:011430,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:09:011288,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:09:107343,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:09:108187,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:09:108337,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:09:209088,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:09:209755,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:09:210003,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:09:291807,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:09:292323,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:09:292484,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:09:391626,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:09:392119,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:09:392251,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:09:491749,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:09:492327,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:09:492376,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:09:607030,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:09:608403,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:09:608623,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:09:701606,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:09:702239,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:09:702375,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:09:801350,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:09:801955,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:09:802030,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:09:911310,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:09:911867,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:09:912114,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:10:007303,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:10:008356,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:10:008560,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:10:106332,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:10:107251,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:10:107555,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:10:194542,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:10:194900,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:10:194996,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:10:393158,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:10:393381,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:10:393503,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:10:508912,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:10:510127,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:10:510040,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:10:610876,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:10:612618,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:10:612782,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:10:708505,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:10:710316,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:10:711545,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:10:801944,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:10:803641,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:10:803563,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:11:009592,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:11:010432,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:11:010566,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:11:108970,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:11:110125,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:11:110226,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:11:201473,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:11:202537,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:11:202910,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:11:297964,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:11:298201,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:11:298271,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:11:409549,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:11:409117,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:11:409761,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:11:511936,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:11:516100,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:11:516413,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:11:602703,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:11:604255,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:11:604548,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:11:710501,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:11:710863,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:11:711178,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:11:809029,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:11:809604,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:11:809913,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:11:892136,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:11:892382,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:11:892424,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:11:996164,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:11:996691,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:11:996837,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:12:092024,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:12:092499,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:12:092575,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:12:204958,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:12:205643,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:12:205759,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:12:306374,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:12:307666,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:12:307334,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:12:401342,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:12:402505,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:12:402673,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:12:507126,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:12:508311,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:12:508524,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:12:594453,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:12:595270,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:12:595333,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:12:694915,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:12:695435,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:12:695569,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:12:793265,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:12:793513,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:12:793666,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:12:891813,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:12:892318,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:12:892386,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:13:001342,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:13:002345,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:13:002799,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:13:109839,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:13:110377,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:13:110491,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:13:197481,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:13:198319,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:13:198504,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:13:413359,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:13:413815,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:13:413947,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:13:504464,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:13:504964,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:13:505094,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:13:595081,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:13:595628,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:13:595721,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:13:703281,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:13:703512,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:13:703953,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:13:792432,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:13:792199,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:13:792565,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:13:892037,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:13:892584,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:13:892660,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:14:006694,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:14:007622,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:14:007732,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:14:209716,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:14:210547,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:14:210727,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:14:298220,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:14:298951,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:14:298880,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:14:397742,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:14:398234,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:14:398415,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:14:491894,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:14:492445,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:14:492535,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:14:591920,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:14:592477,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:14:592602,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:14:692875,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:14:693196,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:14:693278,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:14:804377,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:14:805358,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:14:805419,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:14:910884,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:14:911679,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:14:911860,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:14:992528,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:14:992716,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:14:992796,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:15:094440,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:15:095170,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:15:095289,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:15:201023,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:15:201700,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:15:201946,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:15:292496,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:15:292702,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:15:292661,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:15:392570,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:15:392820,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:15:392929,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:15:498323,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:15:498992,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:15:499238,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:15:608824,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:15:609290,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:15:609481,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:15:710115,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:15:710965,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:15:710874,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:15:803433,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:15:803771,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:15:803973,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:16:000519,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:16:001528,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:16:001821,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:16:092366,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:16:092711,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:16:092781,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:16:192577,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:16:192924,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:16:192879,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:16:309111,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:16:310077,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:16:310189,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:16:409140,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:16:410449,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:16:411487,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:16:511627,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:16:512536,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:16:512735,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:16:601197,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:16:601803,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:16:601920,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:16:692552,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:16:693008,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:16:693111,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:16:808141,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:16:809412,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:16:809695,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:16:891672,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:16:892207,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:16:892367,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:17:115163,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:17:116839,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:17:117122,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:17:212591,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:17:213552,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:17:213691,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:17:309655,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:17:311304,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:17:311560,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:17:410049,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:17:410440,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:17:410620,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:17:497523,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:17:498455,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:17:498647,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:17:598780,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:17:599628,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:17:599760,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:17:692257,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:17:692510,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:17:692633,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:17:906877,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:17:907489,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:17:907616,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:18:001219,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:18:002373,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:18:002492,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:18:108848,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:18:110443,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:18:110273,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:18:195931,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:18:196718,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:18:196959,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:18:303999,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:18:304807,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:18:304943,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:18:397396,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:18:397696,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:18:397980,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:18:493290,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:18:494007,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:18:493835,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:18:591992,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:18:592384,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:18:592536,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:18:709178,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:18:710573,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:18:710687,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:18:812616,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:18:814245,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:18:814453,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:18:908157,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:18:908706,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:18:908847,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:19:009588,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:19:010233,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:19:010080,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:19:101675,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:19:102252,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:19:102361,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:19:209738,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:19:210015,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:19:210094,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:19:309959,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:19:311212,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:19:311558,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:19:392219,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:19:392509,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:19:392579,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:19:492267,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:19:492921,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:19:492867,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:19:609262,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:19:610198,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:19:610317,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:19:710330,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:19:712009,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:19:711842,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:19:797306,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:19:797533,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:19:797728,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:19:910070,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:19:910793,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:19:911038,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:20:002282,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:20:003328,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:20:003704,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:20:095195,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:20:095664,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:20:095799,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:20:192788,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:20:192984,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:20:193055,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:20:292407,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:20:292615,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:20:292789,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:20:413642,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:20:415061,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:20:414973,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:20:492782,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:20:493341,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:20:493397,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:20:599059,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:20:599523,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:20:599680,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:20:698636,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:20:699055,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:20:699172,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:20:804076,Detected ARTags: ,"61, 62, 63, 64"
2017-11-30 19:29:20:804890,Detected ARTags: ,"[61, 62]"
2017-11-30 19:29:20:805177,Current State of Reading: ,Waiting for Red-card
2017-11-30 19:29:20:892250,Detected ARTags: ,"61, 62, 63, 64"
