*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*
2017-11-20 16:58:24:129590,Child Name:,Child Name
2017-11-20 16:58:24:136018,On or OFF:,Face Tracking is OFF
2017-11-20 16:58:24:746894,On or OFF:,Face Tracking is ON
2017-11-20 16:58:25:750855,Robot State:,Introduce Nao Started
2017-11-20 16:58:29:391117,Robot State:,Introduce Nao Ended
2017-11-20 16:58:29:913068,On or OFF:,Face Tracking is OFF
2017-11-20 16:58:30:926210,Robot State:,Looking at The Book
2017-11-20 16:58:31:500724,Robot State:,TaskONE Selected
2017-11-20 16:58:32:526727,Robot State:,Looking at The Book
2017-11-20 16:58:33:044596,Current State of Reading: ,False
2017-11-20 16:58:33:057159,Current State of Reading: ,Waiting for Red-card
2017-11-20 16:58:34:617162,Robot State:,Reading Mode Started
2017-11-20 16:58:39:128469,Robot Hand Pose: ,"x: 0.201124176383
y: 0.112855114043
z: 0.242674201727
x: 0.020089706406
y: 0.355274766684
z: 0.0112759564072
w: 1.0"
2017-11-20 16:58:39:129118,Current Word:,\rspd=70\  HOOT
2017-11-20 16:58:41:928245,Current Word:,\rspd=70\ HOOT		
2017-11-20 16:58:41:928331,Robot Hand Pose: ,"x: 0.212339624763
y: 0.0902983769774
z: 0.269395917654
x: 0.00107018847484
y: 0.222714215517
z: -0.0932388454676
w: 1.0"
2017-11-20 16:58:42:949820,Robot Hand Pose: ,"x: 0.20345826447
y: 0.118660792708
z: 0.249329656363
x: 0.0130527112633
y: 0.323083609343
z: 0.042546775192
w: 1.0"
2017-11-20 16:58:42:950914,Current Word:,\rspd=70\  Don't
2017-11-20 16:58:44:248183,Robot Hand Pose: ,"x: 0.204654440284
y: 0.120478600264
z: 0.253684967756
x: 0.00891824997962
y: 0.301862120628
z: 0.0514401234686
w: 1.0"
2017-11-20 16:58:44:248878,Current Word:,\rspd=70\ listen
2017-11-20 16:58:45:547726,Robot Hand Pose: ,"x: 0.205850422382
y: 0.112407058477
z: 0.255021929741
x: -0.000885542016476
y: 0.294318914413
z: 0.0127877676859
w: 1.0"
2017-11-20 16:58:45:548249,Current Word:,\rspd=70\ to
2017-11-20 16:58:46:848171,Robot Hand Pose: ,"x: 0.206832289696
y: 0.102834023535
z: 0.255183488131
x: -0.00205368967727
y: 0.292255103588
z: -0.0338089391589
w: 1.0"
2017-11-20 16:58:46:848810,Current Word:,\rspd=70\ that
2017-11-20 16:58:48:148649,Robot Hand Pose: ,"x: 0.207167088985
y: 0.0939547494054
z: 0.255233317614
x: 0.000967519532423
y: 0.290859371424
z: -0.0770477429032
w: 1.0"
2017-11-20 16:58:48:149132,Current Word:,\rspd=70\ tiny
2017-11-20 16:58:49:468652,Robot Hand Pose: ,"x: 0.20745049417
y: 0.084256619215
z: 0.255646526814
x: 0.00489407032728
y: 0.287620276213
z: -0.123684674501
w: 1.0"
2017-11-20 16:58:49:469143,Current Word:,\rspd=70\ little
2017-11-20 16:58:50:811107,Current Word:,\rspd=70\  rabbit 			
2017-11-20 16:58:50:810159,Robot Hand Pose: ,"x: 0.207279086113
y: 0.0745465159416
z: 0.256490916014
x: 0.00886948034167
y: 0.282266646624
z: -0.171408653259
w: 1.0"
2017-11-20 16:58:52:208396,Current Word:,\rspd=70\  I am
2017-11-20 16:58:52:208568,Robot Hand Pose: ,"x: 0.197793737054
y: 0.121718272567
z: 0.238398388028
x: 0.00918201170862
y: 0.378409862518
z: 0.0598330460489
w: 1.0"
2017-11-20 16:58:53:286862,Current Word:,\rspd=70\ the
2017-11-20 16:58:53:287281,Robot Hand Pose: ,"x: 0.197913348675
y: 0.122993320227
z: 0.239108592272
x: 0.00994402077049
y: 0.375065922737
z: 0.0662897825241
w: 1.0"
2017-11-20 16:58:54:427059,Robot Hand Pose: ,"x: 0.198525667191
y: 0.118030115962
z: 0.238736987114
x: 0.00240152003244
y: 0.376074373722
z: 0.0415808595717
w: 1.0"
2017-11-20 16:58:54:428152,Current Word:,\rspd=70\ wisest
2017-11-20 16:58:55:547560,Current Word:,\rspd=70\ and
2017-11-20 16:58:55:547807,Robot Hand Pose: ,"x: 0.199271038175
y: 0.110356763005
z: 0.238247871399
x: -0.000826597737614
y: 0.377214878798
z: 0.00349182938226
w: 1.0"
2017-11-20 16:58:56:688424,Robot Hand Pose: ,"x: 0.199607700109
y: 0.10299962759
z: 0.237551271915
x: 0.00044119823724
y: 0.379393577576
z: -0.034268643707
w: 1.0"
2017-11-20 16:58:56:689216,Current Word:,\rspd=70\ bravest
2017-11-20 16:58:57:809877,Current Word:,\rspd=70\  snake
2017-11-20 16:58:57:809368,Robot Hand Pose: ,"x: 0.200009286404
y: 0.0948061943054
z: 0.237539499998
x: 0.000561557710171
y: 0.377997040749
z: -0.0755573809147
w: 1.0"
2017-11-20 16:58:58:930300,Robot Hand Pose: ,"x: 0.20013821125
y: 0.0869161039591
z: 0.237645298243
x: -8.33757148939e-05
y: 0.376084297895
z: -0.115134783089
w: 1.0"
2017-11-20 16:58:58:930649,Current Word:,\rspd=70\ in
2017-11-20 16:59:00:107728,Current Word:,\rspd=70\ the
2017-11-20 16:59:00:107447,Robot Hand Pose: ,"x: 0.199921637774
y: 0.0800581201911
z: 0.237555623055
x: 0.00253603514284
y: 0.375326812267
z: -0.149750620127
w: 1.0"
2017-11-20 16:59:01:246767,Robot Hand Pose: ,"x: 0.199484020472
y: 0.0730591714382
z: 0.237568363547
x: 0.0036468883045
y: 0.374047994614
z: -0.184518024325
w: 1.0"
2017-11-20 16:59:01:247827,Current Word:,\rspd=70\ skies.
2017-11-20 16:59:02:685354,Robot State:,Looking at The Book
2017-11-20 16:59:06:563275,Robot State:,Looking at The Book
