*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*
2017-11-20 17:04:30:589585,Child Name:,Child Name
2017-11-20 17:04:30:593167,On or OFF:,Face Tracking is OFF
2017-11-20 17:04:31:376629,On or OFF:,Face Tracking is ON
2017-11-20 17:04:32:381543,Robot State:,Introduce Nao Started
2017-11-20 17:04:35:061465,Robot State:,Introduce Nao Ended
2017-11-20 17:04:35:560267,On or OFF:,Face Tracking is OFF
2017-11-20 17:04:36:593324,Robot State:,Looking at The Book
2017-11-20 17:04:37:190452,Robot State:,TaskONE Selected
2017-11-20 17:04:38:211998,Robot State:,Looking at The Book
2017-11-20 17:04:38:730301,Current State of Reading: ,False
2017-11-20 17:04:38:739169,Current State of Reading: ,Waiting for Red-card
2017-11-20 17:04:40:435585,Robot State:,Reading Mode Started
2017-11-20 17:04:44:953950,Robot Hand Pose: ,"x: 0.202176660299
y: 0.114222951233
z: 0.245244815946
x: 0.0196439474821
y: 0.342659890652
z: 0.0189408566803
w: 1.0"
2017-11-20 17:04:44:955464,Current Word:,\rspd=70\  HOOT
2017-11-20 17:04:47:824432,Robot Hand Pose: ,"x: 0.212209075689
y: 0.0909349471331
z: 0.26993650198
x: 0.00162523135077
y: 0.220264554024
z: -0.0917407721281
w: 1.0"
2017-11-20 17:04:47:824904,Current Word:,\rspd=70\ HOOT		
2017-11-20 17:04:48:853714,Current Word:,\rspd=70\  Don't
2017-11-20 17:04:48:853956,Robot Hand Pose: ,"x: 0.20276710391
y: 0.119568623602
z: 0.249180287123
x: 0.00810086820275
y: 0.324064850807
z: 0.0459169559181
w: 1.0"
2017-11-20 17:04:50:153753,Robot Hand Pose: ,"x: 0.204807147384
y: 0.121350042522
z: 0.255592375994
x: 0.00463864719495
y: 0.292673021555
z: 0.0542331933975
w: 1.0"
2017-11-20 17:04:50:154148,Current Word:,\rspd=70\ listen
2017-11-20 17:04:51:472812,Robot Hand Pose: ,"x: 0.205722630024
y: 0.113073594868
z: 0.255041688681
x: -0.00223257020116
y: 0.294302195311
z: 0.0141834132373
w: 1.0"
2017-11-20 17:04:51:473342,Current Word:,\rspd=70\ to
2017-11-20 17:04:52:793565,Robot Hand Pose: ,"x: 0.206798583269
y: 0.103511631489
z: 0.255199939013
x: -0.00167942745611
y: 0.292303979397
z: -0.0322307497263
w: 1.0"
2017-11-20 17:04:52:793898,Current Word:,\rspd=70\ that
2017-11-20 17:04:54:132473,Robot Hand Pose: ,"x: 0.20726442337
y: 0.0944771543145
z: 0.255572259426
x: 0.00302090938203
y: 0.289276689291
z: -0.0754773020744
w: 1.0"
2017-11-20 17:04:54:132664,Current Word:,\rspd=70\ tiny
2017-11-20 17:04:55:493087,Robot Hand Pose: ,"x: 0.207633242011
y: 0.0843797549605
z: 0.256609201431
x: 0.00503964629024
y: 0.282997965813
z: -0.125005170703
w: 1.0"
2017-11-20 17:04:55:493010,Current Word:,\rspd=70\ little
2017-11-20 17:04:56:851694,Robot Hand Pose: ,"x: 0.207143723965
y: 0.0745580643415
z: 0.25618737936
x: 0.00970569625497
y: 0.283712714911
z: -0.173035308719
w: 1.0"
2017-11-20 17:04:56:851621,Current Word:,\rspd=70\  rabbit 			
2017-11-20 17:04:58:253001,Current Word:,\rspd=70\  I am
2017-11-20 17:04:58:252866,Robot Hand Pose: ,"x: 0.197530925274
y: 0.122760720551
z: 0.238489985466
x: 0.00934883020818
y: 0.378161489964
z: 0.064611390233
w: 1.0"
2017-11-20 17:04:59:373089,Current Word:,\rspd=70\ the
2017-11-20 17:04:59:372920,Robot Hand Pose: ,"x: 0.19760966301
y: 0.123771421611
z: 0.238881826401
x: 0.00670035975054
y: 0.376427918673
z: 0.0697353482246
w: 1.0"
2017-11-20 17:05:00:492145,Robot Hand Pose: ,"x: 0.198300108314
y: 0.118099115789
z: 0.238395348191
x: -0.000851719756611
y: 0.377805352211
z: 0.0414442494512
w: 1.0"
2017-11-20 17:05:00:492473,Current Word:,\rspd=70\ wisest
2017-11-20 17:05:01:631989,Robot Hand Pose: ,"x: 0.199076220393
y: 0.111064814031
z: 0.238269239664
x: -0.00209915847518
y: 0.377113640308
z: 0.00523913372308
w: 1.0"
