*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*
2017-11-20 11:50:43:674177,Child Name:,Child Name
2017-11-20 11:50:43:681316,On or OFF:,Face Tracking is OFF
2017-11-20 11:50:44:341843,On or OFF:,Face Tracking is ON
2017-11-20 11:50:45:343807,Robot State:,Introduce Nao Started
2017-11-20 11:51:02:179775,Robot State:,Introduce Nao Ended
2017-11-20 11:51:02:377958,On or OFF:,Face Tracking is OFF
2017-11-20 11:51:03:417708,Robot State:,Looking at The Book
2017-11-20 11:51:03:961071,Robot State:,TaskONE Selected
2017-11-20 11:51:04:975604,Robot State:,Looking at The Book
2017-11-20 11:51:07:088039,Robot State:,Reading Mode Started
2017-11-20 11:51:08:306814,Position: ,"x: 0.0970854759216
y: 0.085095949471
z: 0.167161494493
x: -0.994245648384
y: 0.581515431404
z: -0.456090897322
w: 1.0"
2017-11-20 11:51:08:307329,Current Word:,\rspd=70\  HOOT
2017-11-20 11:51:10:286034,Current Word:,\rspd=70\ HOOT		
2017-11-20 11:51:10:286214,Position: ,"x: 0.100231692195
y: 0.0646218061447
z: 0.175001472235
x: -1.07654345036
y: 0.476030796766
z: -0.561593472958
w: 1.0"
2017-11-20 11:51:10:921232,Position: ,"x: 0.100152440369
y: 0.0646160244942
z: 0.174984842539
x: -1.07656228542
y: 0.476264536381
z: -0.561537623405
w: 1.0"
2017-11-20 11:51:10:922063,Current Word:,\rspd=70\  Don't
2017-11-20 11:51:12:878932,Position: ,"x: 0.100264459848
y: 0.0646261870861
z: 0.174900710583
x: -1.07741940022
y: 0.476634144783
z: -0.562099695206
w: 1.0"
2017-11-20 11:51:12:879208,Current Word:,\rspd=70\ listen
2017-11-20 11:51:14:849243,Position: ,"x: 0.100144229829
y: 0.0645858049393
z: 0.174971938133
x: -1.07652449608
y: 0.476446062326
z: -0.561575114727
w: 1.0"
2017-11-20 11:51:14:850179,Current Word:,\rspd=70\ to
2017-11-20 11:51:16:819603,Current Word:,\rspd=70\ that
2017-11-20 11:51:16:819377,Position: ,"x: 0.100295864046
y: 0.0646130889654
z: 0.174964696169
x: -1.0767121315
y: 0.476372539997
z: -0.561661303043
w: 1.0"
