*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*
2017-11-28 20:29:03:336882,Child Name:,Child Name
2017-11-28 20:29:03:341437,On or OFF:,Face Tracking is OFF
2017-11-28 20:29:04:026412,On or OFF:,Face Tracking is ON
2017-11-28 20:29:05:028165,Robot State:,Introduce Nao Started
2017-11-28 20:29:07:680618,Robot State:,Introduce Nao Ended
2017-11-28 20:29:07:896440,On or OFF:,Face Tracking is OFF
2017-11-28 20:29:08:912413,Robot State:,Looking at The Book
2017-11-28 20:29:11:207128,Robot State:,TaskONE Selected
2017-11-28 20:29:12:233571,Robot State:,Looking at The Book
2017-11-28 20:29:12:739680,Detected ARTags: ,"53, 54, 55, 56"
2017-11-28 20:29:12:758021,Detected ARTags: ,"[53, 54]"
2017-11-28 20:29:12:758597,Current State of Reading: ,False
2017-11-28 20:29:12:766211,Detected ARTags: ,"53, 54, 55, 56"
2017-11-28 20:29:12:766611,Current State of Reading: ,False
2017-11-28 20:29:12:766823,Detected ARTags: ,"[53, 54]"
2017-11-28 20:29:12:807773,Detected ARTags: ,"53, 54, 55, 56"
2017-11-28 20:29:12:808276,Detected ARTags: ,"[53, 54]"
2017-11-28 20:29:12:808509,Current State of Reading: ,False
2017-11-28 20:29:12:921080,Detected ARTags: ,"53, 54, 55, 56"
2017-11-28 20:29:12:921893,Current State of Reading: ,False
2017-11-28 20:29:12:922115,Detected ARTags: ,"[53, 54]"
2017-11-28 20:29:13:020788,Detected ARTags: ,"53, 54, 55, 56"
2017-11-28 20:29:13:022201,Detected ARTags: ,"[53, 54]"
2017-11-28 20:29:13:021932,Current State of Reading: ,False
2017-11-28 20:29:13:302123,Detected ARTags: ,"53, 54, 55, 56"
2017-11-28 20:29:13:302660,Detected ARTags: ,"[53, 54]"
2017-11-28 20:29:13:302793,Current State of Reading: ,False
2017-11-28 20:29:14:336470,Robot State:,Reading Mode Started
2017-11-28 20:29:14:520714,Detected ARTags: ,"53, 54, 55, 56"
2017-11-28 20:29:14:521847,Current State of Reading: ,False
2017-11-28 20:29:14:522096,Detected ARTags: ,"[53, 54]"
2017-11-28 20:29:14:805688,Detected ARTags: ,"53, 54, 55, 56"
2017-11-28 20:29:14:806171,Current State of Reading: ,Waiting for Green-card
2017-11-28 20:29:14:806246,Detected ARTags: ,"[53, 54]"
2017-11-28 20:29:16:204632,Detected ARTags: ,"53, 54, 55, 56"
2017-11-28 20:29:16:204982,Detected ARTags: ,"[53, 54]"
2017-11-28 20:29:16:205675,Current State of Reading: ,Waiting for Green-card
2017-11-28 20:29:16:320189,Detected ARTags: ,"53, 54, 55, 56"
2017-11-28 20:29:16:321342,Detected ARTags: ,"[53, 54]"
2017-11-28 20:29:16:321889,Current State of Reading: ,Waiting for Green-card
2017-11-28 20:29:16:402896,Detected ARTags: ,"53, 54, 55, 56"
2017-11-28 20:29:16:403371,Detected ARTags: ,"[53, 54]"
2017-11-28 20:29:16:403542,Current State of Reading: ,Waiting for Green-card
