*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*
2017-11-20 15:12:09:384459,Child Name:,Child Name
2017-11-20 15:12:09:388013,On or OFF:,Face Tracking is OFF
2017-11-20 15:12:10:123331,On or OFF:,Face Tracking is ON
2017-11-20 15:12:11:127193,Robot State:,Introduce Nao Started
2017-11-20 15:12:13:885997,Robot State:,Introduce Nao Ended
2017-11-20 15:12:14:453530,On or OFF:,Face Tracking is OFF
2017-11-20 15:12:15:479528,Robot State:,Looking at The Book
2017-11-20 15:12:16:100157,Robot State:,TaskONE Selected
2017-11-20 15:12:17:118817,Robot State:,Looking at The Book
2017-11-20 15:12:19:214649,Robot State:,Reading Mode Started
2017-11-20 15:12:23:782583,Position: ,"x: 0.202842712402
y: 0.111416876316
z: 0.245375990868
x: 0.0159156862646
y: 0.341263324022
z: 0.000786329153925
w: 1.0"
2017-11-20 15:12:23:782967,Current Word:,\rspd=70\  HOOT
2017-11-20 15:12:26:561738,Position: ,"x: 0.212846890092
y: 0.0900860801339
z: 0.270520210266
x: 0.00023701225291
y: 0.217084467411
z: -0.0966111123562
w: 1.0"
2017-11-20 15:12:26:562884,Current Word:,\rspd=70\ HOOT		
2017-11-20 15:12:27:562553,Position: ,"x: 0.203743711114
y: 0.116727612913
z: 0.249146461487
x: 0.0107527840883
y: 0.323589116335
z: 0.0311570633203
w: 1.0"
2017-11-20 15:12:27:562979,Current Word:,\rspd=70\  Don't
2017-11-20 15:12:28:403204,Detected Cards: ,RED Card Detected
2017-11-20 15:12:28:717019,Robot State:,Reaction Mode Started
2017-11-20 15:12:37:200004,Robot State:,Looking at The Book
2017-11-20 15:12:37:748390,Robot State:,Reaction Mode Ended
2017-11-20 15:12:38:199851,Robot State:,Looking at The Book
2017-11-20 15:12:40:232216,Robot State:,Reading Mode Started
2017-11-20 15:12:44:912949,Current Word:,\rspd=70\  HOOT
2017-11-20 15:12:44:913045,Position: ,"x: 0.204400464892
y: 0.112504720688
z: 0.250762373209
x: 0.015884488821
y: 0.315032273531
z: 0.0082603385672
w: 1.0"
2017-11-20 15:12:47:721764,Current Word:,\rspd=70\ HOOT		
2017-11-20 15:12:47:722031,Position: ,"x: 0.212088614702
y: 0.0896484702826
z: 0.269206434488
x: -0.0016973845195
y: 0.223456591368
z: -0.0981398671865
w: 1.0"
2017-11-20 15:12:48:721880,Current Word:,\rspd=70\  Don't
2017-11-20 15:12:48:721625,Position: ,"x: 0.203298956156
y: 0.117098636925
z: 0.249640628695
x: 0.00696612615138
y: 0.321332246065
z: 0.0329330377281
w: 1.0"
2017-11-20 15:12:49:984855,Position: ,"x: 0.204989820719
y: 0.118761688471
z: 0.254749596119
x: 0.00439040549099
y: 0.296449273825
z: 0.0415118820965
w: 1.0"
2017-11-20 15:12:49:985910,Current Word:,\rspd=70\ listen
