*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*
2017-11-27 14:28:11:613972,Child Name:,Child Name
2017-11-27 14:28:11:619292,On or OFF:,Face Tracking is OFF
2017-11-27 14:28:12:218776,On or OFF:,Face Tracking is ON
2017-11-27 14:28:13:222789,Robot State:,Introduce Nao Started
2017-11-27 14:28:16:915850,Robot State:,Introduce Nao Ended
2017-11-27 14:28:17:534921,On or OFF:,Face Tracking is OFF
2017-11-27 14:28:18:557141,Robot State:,Looking at The Book
2017-11-27 14:28:19:228983,Robot State:,TaskONE Selected
2017-11-27 14:28:20:238084,Robot State:,Looking at The Book
2017-11-27 14:28:20:757576,Current State of Reading: ,False
2017-11-27 14:28:20:766125,Current State of Reading: ,Waiting for Red-card
2017-11-27 14:28:22:355794,Robot State:,Reading Mode Started
2017-11-27 14:28:26:960633,Robot Hand Pose: ,"x: 0.204975217581
y: 0.060420230031
z: 0.252853572369
x: 0.011981504038
y: 0.29758259654
z: -0.242449119687
w: 1.0"
2017-11-27 14:28:26:961679,Current Word:,\rspd=70\  POOF!		
2017-11-27 14:28:27:461116,Current Word:,\rspd=70\  That
2017-11-27 14:28:27:461349,Robot Hand Pose: ,"x: 0.205085277557
y: 0.0604606457055
z: 0.252810031176
x: 0.0139357643202
y: 0.297861009836
z: -0.241090089083
w: 1.0"
2017-11-27 14:28:28:381002,Robot Hand Pose: ,"x: 0.205721944571
y: 0.0660926103592
z: 0.252751231194
x: 0.00819879956543
y: 0.298902392387
z: -0.213656231761
w: 1.0"
2017-11-27 14:28:28:380927,Current Word:,\rspd=70\ goofy
2017-11-27 14:28:29:279758,Current Word:,\rspd=70\  giraffe
2017-11-27 14:28:29:279948,Robot Hand Pose: ,"x: 0.205420210958
y: 0.0640970915556
z: 0.25283062458
x: 0.00700950436294
y: 0.298255473375
z: -0.223251730204
w: 1.0"
2017-11-27 14:28:30:179979,Robot Hand Pose: ,"x: 0.204630345106
y: 0.0591043271124
z: 0.253227233887
x: 0.00520051363856
y: 0.295731067657
z: -0.247082695365
w: 1.0"
2017-11-27 14:28:30:180295,Current Word:,\rspd=70\ was
2017-11-27 14:28:31:083038,Robot Hand Pose: ,"x: 0.203854933381
y: 0.0542049892247
z: 0.253335505724
x: 0.00586904957891
y: 0.294532179832
z: -0.271158486605
w: 1.0"
2017-11-27 14:28:31:083755,Current Word:,\rspd=70\ gone
2017-11-27 14:28:32:020204,Robot Hand Pose: ,"x: 0.202725753188
y: 0.0503702200949
z: 0.252242326736
x: 0.00606820033863
y: 0.299156278372
z: -0.290818154812
w: 1.0"
2017-11-27 14:28:32:020838,Current Word:,\rspd=70\ in
2017-11-27 14:28:32:930351,Robot Hand Pose: ,"x: 0.201802045107
y: 0.0455373413861
z: 0.252382040024
x: 0.00819846428931
y: 0.297821074724
z: -0.314766585827
w: 1.0"
2017-11-27 14:28:32:930899,Current Word:,\rspd=70\ a		
2017-11-27 14:28:33:719040,Current Word:,\rspd=70\  snippety  snap
2017-11-27 14:28:33:718890,Robot Hand Pose: ,"x: 0.201185673475
y: 0.0614708028734
z: 0.2436953336
x: 0.0239481180906
y: 0.341968357563
z: -0.240262910724
w: 1.0"
2017-11-27 14:28:34:704971,Robot Hand Pose: ,"x: 0.201755851507
y: 0.0650438889861
z: 0.243879079819
x: 0.00865280255675
y: 0.341579765081
z: -0.222185537219
w: 1.0"
2017-11-27 14:28:34:705931,Current Word:,\rspd=70\ Danger
2017-11-27 14:28:35:701197,Current Word:,\rspd=70\ is
2017-11-27 14:28:35:701469,Robot Hand Pose: ,"x: 0.201331272721
y: 0.0617437921464
z: 0.244002908468
x: 0.00802692491561
y: 0.340513944626
z: -0.238320872188
w: 1.0"
2017-11-27 14:28:36:680509,Current Word:,\rspd=70\ my
