*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*
2017-11-28 20:49:11:001009,Child Name:,Child Name
2017-11-28 20:49:11:006211,On or OFF:,Face Tracking is OFF
2017-11-28 20:49:11:614044,On or OFF:,Face Tracking is ON
2017-11-28 20:49:12:616791,Robot State:,Introduce Nao Started
2017-11-28 20:49:15:299551,Robot State:,Introduce Nao Ended
2017-11-28 20:49:15:953202,On or OFF:,Face Tracking is OFF
2017-11-28 20:49:16:962009,Robot State:,Looking at The Book
2017-11-28 20:49:17:591290,Robot State:,TaskONE Selected
2017-11-28 20:49:18:601570,Robot State:,Looking at The Book
2017-11-28 20:49:19:105215,Detected ARTags: ,"61, 62, 63, 64"
2017-11-28 20:49:19:115431,Detected ARTags: ,"[61, 62]"
2017-11-28 20:49:19:115612,Current State of Reading: ,False
2017-11-28 20:49:19:129657,Detected ARTags: ,"61, 62, 63, 64"
2017-11-28 20:49:19:130701,Current State of Reading: ,False
2017-11-28 20:49:19:130858,Detected ARTags: ,"[61, 62]"
2017-11-28 20:49:19:134547,Detected ARTags: ,"61, 62, 63, 64"
2017-11-28 20:49:19:134780,Detected ARTags: ,"[61, 62]"
2017-11-28 20:49:19:135067,Current State of Reading: ,False
2017-11-28 20:49:19:137558,Detected ARTags: ,"61, 62, 63, 64"
2017-11-28 20:49:19:138037,Detected ARTags: ,"[61, 62]"
2017-11-28 20:49:19:138200,Current State of Reading: ,False
2017-11-28 20:49:19:144430,Detected ARTags: ,"61, 62, 63, 64"
2017-11-28 20:49:19:144911,Current State of Reading: ,False
2017-11-28 20:49:19:144979,Detected ARTags: ,"[61, 62]"
2017-11-28 20:49:19:146959,Detected ARTags: ,"61, 62, 63, 64"
2017-11-28 20:49:19:147867,Current State of Reading: ,False
2017-11-28 20:49:19:147784,Detected ARTags: ,"[61, 62]"
2017-11-28 20:49:19:149755,Detected ARTags: ,"61, 62, 63, 64"
2017-11-28 20:49:19:150336,Current State of Reading: ,False
2017-11-28 20:49:19:150413,Detected ARTags: ,"[61, 62]"
2017-11-28 20:49:19:153773,Detected ARTags: ,"61, 62, 63, 64"
2017-11-28 20:49:19:154325,Current State of Reading: ,False
2017-11-28 20:49:19:154429,Detected ARTags: ,"[61, 62]"
2017-11-28 20:49:19:161974,Detected ARTags: ,"61, 62, 63, 64"
2017-11-28 20:49:19:162298,Current State of Reading: ,False
2017-11-28 20:49:19:162367,Detected ARTags: ,"[61, 62]"
2017-11-28 20:49:19:164706,Detected ARTags: ,"61, 62, 63, 64"
2017-11-28 20:49:19:165222,Detected ARTags: ,"[61, 62]"
2017-11-28 20:49:19:165342,Current State of Reading: ,False
2017-11-28 20:49:19:168166,Detected ARTags: ,"61, 62, 63, 64"
2017-11-28 20:49:19:168472,Current State of Reading: ,False
