*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*
2017-11-28 20:25:45:263221,Child Name:,Child Name
2017-11-28 20:25:45:268413,On or OFF:,Face Tracking is OFF
2017-11-28 20:25:45:779873,On or OFF:,Face Tracking is ON
2017-11-28 20:25:46:784098,Robot State:,Introduce Nao Started
2017-11-28 20:25:49:376496,Robot State:,Introduce Nao Ended
2017-11-28 20:25:49:851008,On or OFF:,Face Tracking is OFF
2017-11-28 20:25:50:859256,Robot State:,Looking at The Book
2017-11-28 20:25:51:404534,Robot State:,TaskONE Selected
2017-11-28 20:25:52:422782,Robot State:,Looking at The Book
2017-11-28 20:25:52:931191,Detected ARTags: ,"53, 54, 55, 56"
2017-11-28 20:25:52:955233,Detected ARTags: ,"[53, 54]"
2017-11-28 20:25:52:958313,Current State of Reading: ,False
2017-11-28 20:25:52:967007,Detected ARTags: ,"53, 54, 55, 56"
2017-11-28 20:25:52:967472,Detected ARTags: ,"[53, 54]"
2017-11-28 20:25:52:967726,Detected ARTags: ,"53, 54, 55, 56"
2017-11-28 20:25:52:968318,Current State of Reading: ,Waiting for Red-card
2017-11-28 20:25:52:968619,Detected ARTags: ,"[53, 54]"
2017-11-28 20:25:52:969254,Detected ARTags: ,"53, 54, 55, 56"
2017-11-28 20:25:52:968752,Current State of Reading: ,Waiting for Red-card
2017-11-28 20:25:52:969786,Detected ARTags: ,"[53, 54]"
2017-11-28 20:25:52:969955,Detected ARTags: ,"53, 54, 55, 56"
2017-11-28 20:25:52:970044,Current State of Reading: ,Waiting for Red-card
2017-11-28 20:25:52:970859,Current State of Reading: ,Waiting for Red-card
2017-11-28 20:25:52:970751,Detected ARTags: ,"[53, 54]"
2017-11-28 20:25:52:971534,Detected ARTags: ,"53, 54, 55, 56"
2017-11-28 20:25:52:971715,Current State of Reading: ,Waiting for Red-card
2017-11-28 20:25:52:972239,Detected ARTags: ,"[53, 54]"
2017-11-28 20:25:52:972351,Detected ARTags: ,"53, 54, 55, 56"
2017-11-28 20:25:52:972867,Detected ARTags: ,"[53, 54]"
2017-11-28 20:25:52:973203,Current State of Reading: ,Waiting for Red-card
2017-11-28 20:25:52:974478,Detected ARTags: ,"53, 54, 55, 56"
2017-11-28 20:25:52:975112,Current State of Reading: ,Waiting for Red-card
2017-11-28 20:25:52:977027,Current State of Reading: ,Waiting for Red-card
2017-11-28 20:25:52:976719,Detected ARTags: ,"[53, 54]"
2017-11-28 20:25:52:977933,Detected ARTags: ,"53, 54, 55, 56"
2017-11-28 20:25:52:978103,Detected ARTags: ,"[53, 54]"
2017-11-28 20:25:52:978692,Detected ARTags: ,"53, 54, 55, 56"
2017-11-28 20:25:52:978908,Detected ARTags: ,"[53, 54]"
2017-11-28 20:25:52:979190,Detected ARTags: ,"53, 54, 55, 56"
2017-11-28 20:25:52:978864,Current State of Reading: ,Waiting for Red-card
2017-11-28 20:25:52:979582,Current State of Reading: ,Waiting for Red-card
2017-11-28 20:25:52:979804,Detected ARTags: ,"[53, 54]"
2017-11-28 20:25:52:979958,Detected ARTags: ,"53, 54, 55, 56"
2017-11-28 20:25:52:980023,Detected ARTags: ,"[53, 54]"
2017-11-28 20:25:52:979870,Current State of Reading: ,Waiting for Red-card
2017-11-28 20:25:52:980854,Current State of Reading: ,Waiting for Red-card
2017-11-28 20:25:52:980788,Detected ARTags: ,"53, 54, 55, 56"
2017-11-28 20:25:52:981220,Detected ARTags: ,"[53, 54]"
2017-11-28 20:25:52:981319,Detected ARTags: ,"53, 54, 55, 56"
2017-11-28 20:25:52:981404,Detected ARTags: ,"[53, 54]"
2017-11-28 20:25:53:004752,Detected ARTags: ,"53, 54, 55, 56"
2017-11-28 20:25:53:005287,Current State of Reading: ,Waiting for Red-card
2017-11-28 20:25:53:005367,Detected ARTags: ,"[53, 54]"
2017-11-28 20:25:53:118607,Detected ARTags: ,"53, 54, 55, 56"
2017-11-28 20:25:53:118733,Current State of Reading: ,Waiting for Red-card
2017-11-28 20:25:53:118983,Detected ARTags: ,"[53, 54]"
2017-11-28 20:25:53:217227,Detected ARTags: ,"53, 54, 55, 56"
2017-11-28 20:25:53:217586,Detected ARTags: ,"[53, 54]"
2017-11-28 20:25:53:218249,Current State of Reading: ,Waiting for Red-card
