*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*
2017-12-05 16:56:00:428130,Child Name:,test
2017-12-05 16:56:33:143671,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:33:143767,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:33:230647,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:33:230783,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:33:230910,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:33:336577,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:33:337974,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:33:338144,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:33:442111,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:33:443145,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:33:443436,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:33:525854,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:33:526355,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:33:526470,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:33:625416,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:33:625957,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:33:626098,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:33:725986,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:33:726552,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:33:726658,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:33:825671,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:33:825910,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:33:826006,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:33:926153,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:33:926378,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:33:926430,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:34:026075,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:34:026197,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:34:026337,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:34:126341,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:34:126596,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:34:126499,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:34:227442,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:34:227554,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:34:227595,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:34:441067,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:34:441185,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:34:441380,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:34:542453,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:34:544095,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:34:544228,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:34:641127,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:34:641638,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:34:641923,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:34:845776,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:34:846360,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:34:846218,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:34:925457,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:34:925951,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:34:925883,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:35:027107,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:35:027691,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:35:027765,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:35:225899,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:35:226178,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:35:226230,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:35:326264,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:35:326186,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:35:326416,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:35:426580,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:35:426709,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:35:426783,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:35:526443,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:35:526529,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:35:526668,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:35:626868,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:35:626813,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:35:626987,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:35:726643,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:35:726583,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:35:726836,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:35:843986,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:35:845223,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:35:846457,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:35:928832,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:35:928956,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:36:037636,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:36:038128,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:36:038348,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:36:142794,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:36:144402,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:36:144648,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:36:242657,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:36:243999,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:36:244352,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:36:335458,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:36:335718,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:36:335895,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:36:425946,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:36:426271,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:36:426201,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:36:527574,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:36:527079,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:36:527678,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:36:625540,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:36:626031,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:36:626157,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:36:727004,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:36:727100,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:36:727189,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:36:826136,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:36:826672,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:36:826829,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:36:926013,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:36:926586,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:36:926712,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:37:026034,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:37:026613,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:37:026735,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:37:126063,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:37:126574,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:37:126701,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:37:225751,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:37:225827,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:37:226007,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:37:427623,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:37:427944,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:37:428194,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:37:526433,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:37:526576,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:37:526646,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:37:625766,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:37:626093,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:37:626191,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:37:740290,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:37:741205,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:37:741136,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:37:840437,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:37:842406,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:37:842616,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:37:934311,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:37:934172,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:37:934615,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:38:028919,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:38:029077,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:38:029182,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:38:141581,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:38:142596,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:38:142861,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:38:230349,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:38:230456,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:38:230571,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:38:329304,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:38:329366,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:38:329602,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:38:525934,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:38:526627,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:38:526542,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:38:725928,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:38:726447,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:38:726603,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:38:826063,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:38:826198,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:38:826309,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:38:926120,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:38:926596,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:38:926727,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:39:027212,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:39:027326,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:39:126276,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:39:126382,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:39:126483,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:39:225817,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:39:226122,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:39:226217,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:39:326030,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:39:326225,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:39:326326,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:39:425964,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:39:426235,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:39:426340,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:39:526320,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:39:528698,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:39:528777,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:39:626395,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:39:626545,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:39:626632,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:39:727579,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:39:727996,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:39:727930,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:39:846054,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:39:846331,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:39:846628,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:39:927136,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:39:927624,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:39:927746,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:40:040370,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:40:040771,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:40:040925,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:40:126130,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:40:126634,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:40:126803,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:40:232911,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:40:232833,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:40:233234,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:40:330126,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:40:330994,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:40:330872,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:40:442091,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:40:442510,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:40:442733,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:40:543849,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:40:545551,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:40:545673,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:40:627844,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:40:628084,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:40:628250,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:40:726362,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:40:726650,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:40:726697,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:40:843110,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:40:844310,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:40:844481,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:40:933587,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:40:934303,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:40:934149,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:41:026514,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:41:026878,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:41:026964,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:41:125543,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:41:125580,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:41:125738,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:41:225601,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:41:226096,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:41:226262,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:41:342073,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:41:343470,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:41:343696,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:41:444958,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:41:445367,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:41:445330,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:41:540738,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:41:541065,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:41:541229,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:41:630973,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:41:631653,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:41:631837,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:41:735059,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:41:735668,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:41:735890,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:41:844112,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:41:844391,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:41:928226,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:41:928873,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:41:929090,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:42:041773,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:42:043358,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:42:043741,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:42:126690,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:42:126895,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:42:128002,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:42:228161,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:42:228311,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:42:228401,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:42:327244,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:42:327501,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:42:327454,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:42:443543,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:42:443933,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:42:444235,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:42:534053,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:42:535208,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:42:534961,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:42:631041,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:42:631574,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:42:631505,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:42:741060,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:42:741261,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:42:835271,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:42:835996,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:42:836158,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:42:945998,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:42:946944,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:42:946841,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:43:026897,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:43:027013,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:43:126763,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:43:126637,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:43:126903,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:43:226145,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:43:226390,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:43:226568,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:43:341237,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:43:342685,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:43:342447,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:43:435521,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:43:435786,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:43:435948,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:43:534352,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:43:535311,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:43:535444,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:43:633721,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:43:634633,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:43:634906,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:43:741056,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:43:742103,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:43:742243,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:43:833873,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:43:834098,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:43:834035,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:43:926240,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:43:926357,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:43:926470,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:44:125940,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:44:126482,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:44:126572,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:44:243770,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:44:244900,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:44:245167,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:44:342472,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:44:342887,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:44:343109,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:44:442893,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:44:443273,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:44:443533,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:44:528138,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:44:528403,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:44:528519,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:44:644032,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:44:644941,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:44:645178,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:44:729240,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:44:729944,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:44:730051,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:44:841430,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:44:842421,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:44:842620,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:45:027520,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:45:028118,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:45:028168,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:45:144352,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:45:144873,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:45:145134,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:45:241043,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:45:241240,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:45:241424,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:45:327578,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:45:328421,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:45:328507,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:45:527269,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:45:527158,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:45:527410,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:45:626029,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:45:626121,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:45:627957,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:45:735592,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:45:736462,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:45:736675,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:45:828093,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:45:828333,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:45:828507,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:45:936479,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:45:936655,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:45:936865,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:46:137401,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:46:138649,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:46:138426,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:46:242980,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:46:243327,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:46:243530,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:46:344329,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:46:344812,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:46:345253,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:46:526364,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:46:526515,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:46:526626,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:46:625788,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:46:626312,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:46:626361,Detected ARTags: ,"[ 47, 48]"
2017-12-05 16:56:46:728461,Detected ARTags: ,"45, 46, 47, 48"
2017-12-05 16:56:46:728642,Current State of Reading: ,Waiting for Red-card
2017-12-05 16:56:46:728814,Detected ARTags: ,"[ 47, 48]"
